Time, BuyerID, SellerID, Qty, Price, Spread, Type
1, 6, 60, 15, 103.67, 0.09, 0
1, 76, 28, 8, 100.46, 1.16, 1
1, 76, 36, 6, 100.46, 2.28, 1
1, 76, 92, 171, 100.46, 2.37, 1
1, 76, 35, 124, 100.46, 0.98, 1
1, 76, 74, 28, 100.46, 4.98, 1
1, 76, 23, 34, 100.46, 0.09, 1
1, 64, 95, 21, 101.38, 0.08, 0
1, 30, 72, 312, 102.72, 0.36, 1
1, 30, 22, 29, 102.72, 3.86, 1
1, 90, 9, 77, 103.05, 0.12, 0
1, 30, 10, 125, 102.72, 3.07, 1
1, 30, 27, 187, 102.72, 0.05, 1
1, 89, 67, 133, 104.86, 1.28, 0
1, 30, 43, 28, 102.72, 2.53, 1
1, 30, 29, 9, 102.72, 0.87, 1
1, 18, 94, 62, 102.82, 1.76, 0
1, 30, 68, 260, 102.72, 0.75, 1
1, 99, 67, 54, 104.86, 0.52, 0
1, 73, 93, 15, 103.91, 3.76, 1
1, 20, 15, 86, 105.48, 0.83, 0
1, 20, 42, 65, 106.03, 0.28, 0
1, 73, 79, 23, 103.91, 0.75, 1
1, 73, 12, 1, 103.91, 2.73, 1
2, 81, 56, 50, 104.24, 1.18, 0
2, 73, 39, 1, 103.91, 4.5, 1
2, 73, 29, 42, 103.91, 0, 1
2, 73, 6, 13, 103.91, 2.65, 1
2, 28, 30, 3, 104.78, 0.18, 0
2, 71, 30, 286, 104.78, 3.8, 0
2, 71, 32, 19, 106.11, 2.47, 0
2, 71, 84, 63, 106.8, 1.78, 0
2, 71, 76, 169, 107.35, 1.23, 0
2, 71, 36, 16, 108.34, 0.24, 0
2, 7, 38, 151, 109.93, 3.4, 0
2, 7, 91, 23, 111.28, 2.05, 0
2, 58, 60, 49, 113.39, 1.89, 1
2, 58, 97, 526, 113.39, 3.8, 1
2, 93, 92, 11, 113.59, 2.49, 0
2, 47, 92, 119, 113.59, 1.22, 0
2, 83, 92, 172, 113.59, 4.79, 0
2, 58, 34, 81, 113.39, 1.23, 1
2, 58, 90, 42, 113.39, 2.02, 1
2, 49, 1, 58, 115.47, 3.51, 1
2, 35, 84, 80, 117.13, 1.96, 0
2, 98, 84, 27, 117.13, 0.96, 0
2, 45, 68, 6, 121.88, 2.49, 1
2, 27, 11, 7, 127.55, 10.7, 1
2, 27, 67, 12, 127.55, 1.43, 1
2, 16, 61, 5, 131.65, 4.21, 1
2, 52, 12, 109, 127.56, 1.37, 1
2, 51, 88, 70, 131.46, 8.3, 1
2, 51, 43, 42, 131.46, 3.99, 1
2, 51, 91, 18, 131.46, 0.52, 1
2, 55, 79, 5, 132.64, 2.24, 0
2, 55, 99, 2, 133.92, 0.96, 0
3, 45, 99, 45, 133.92, 6.38, 0
3, 34, 24, 2, 131.88, 3.02, 1
3, 51, 24, 79, 131.46, 2.6, 1
3, 70, 99, 3, 133.92, 1.41, 0
3, 70, 82, 175, 135.22, 0.11, 0
3, 49, 82, 13, 136.47, 0.25, 0
3, 49, 56, 195, 136.59, 0.13, 0
3, 68, 91, 5, 136.09, 3.62, 0
3, 68, 43, 6, 136.55, 3.16, 0
3, 68, 56, 7, 137.99, 1.72, 0
3, 68, 36, 1, 138.21, 1.5, 0
3, 38, 0, 20, 139.74, 3.81, 0
3, 64, 80, 10, 138.42, 2.01, 1
3, 53, 0, 94, 139.74, 1.72, 0
3, 90, 55, 2, 136.67, 2.86, 1
3, 63, 47, 17, 141.72, 7.37, 1
3, 30, 47, 52, 140.6, 6.25, 1
3, 30, 33, 10, 140.6, 1.28, 1
3, 93, 23, 2, 141.93, 3.83, 0
3, 30, 29, 99, 140.6, 5.22, 1
3, 40, 23, 1, 141.93, 0.17, 0
3, 30, 52, 104, 140.6, 4.49, 1
3, 12, 66, 8, 145.04, 2.94, 1
3, 96, 58, 30, 145.93, 1.96, 0
3, 44, 58, 9, 145.93, 2.63, 0
4, 6, 58, 117, 145.93, 5.69, 0
4, 6, 85, 87, 146.46, 5.16, 0
4, 6, 92, 46, 147.96, 3.66, 0
4, 6, 83, 159, 148.32, 3.3, 0
4, 6, 71, 348, 148.89, 2.73, 0
4, 54, 5, 406, 146.27, 8.5, 0
4, 54, 61, 1, 146.86, 7.91, 0
4, 54, 51, 39, 149.49, 5.28, 0
4, 54, 72, 4, 150.75, 4.02, 0
4, 54, 42, 1, 152.27, 2.5, 0
4, 54, 28, 4, 152.73, 2.04, 0
4, 37, 88, 4, 160.27, 12.19, 1
4, 74, 78, 14, 160.88, 5.15, 1
4, 37, 78, 82, 160.27, 4.54, 1
4, 56, 11, 2, 165.87, 2.04, 1
4, 63, 12, 2, 173.47, 13.57, 1
4, 50, 12, 22, 167.7, 7.8, 1
4, 79, 41, 13, 169.3, 5.31, 1
4, 50, 41, 330, 167.7, 3.71, 1
4, 35, 82, 10, 172.39, 3.48, 0
4, 20, 82, 32, 172.39, 4.78, 0
4, 33, 10, 4, 170.97, 4.43, 1
4, 95, 10, 7, 170.44, 3.9, 1
4, 50, 10, 51, 167.7, 1.16, 1
4, 62, 87, 52, 173.91, 5.19, 1
4, 43, 47, 8, 174.49, 7.81, 0
4, 43, 68, 4, 175.42, 6.88, 0
4, 43, 29, 15, 176, 6.3, 0
4, 84, 29, 3, 176, 8.27, 0
4, 62, 0, 8, 173.91, 5.58, 1
4, 36, 0, 1, 173.38, 5.05, 1
4, 34, 0, 7, 170.15, 1.82, 1
4, 65, 24, 1, 170.93, 4.61, 0
4, 34, 22, 5, 170.15, 4.44, 1
5, 53, 15, 4, 172.18, 1.07, 0
5, 86, 34, 43, 172.06, 4.96, 1
5, 86, 50, 45, 172.06, 3.05, 1
5, 13, 29, 8, 176, 3.92, 0
5, 13, 91, 3, 176.93, 2.99, 0
5, 13, 96, 11, 178.24, 1.68, 0
5, 13, 16, 1, 179.13, 0.79, 0
5, 13, 49, 159, 179.17, 0.75, 0
5, 13, 81, 4, 179.77, 0.15, 0
5, 62, 54, 26, 173.44, 14.05, 0
5, 62, 60, 4, 180.51, 6.98, 0
5, 78, 37, 47, 186.25, 14.06, 1
5, 69, 85, 15, 187.34, 8.51, 1
5, 25, 77, 25, 189.07, 5.51, 1
5, 25, 5, 77, 189.07, 2.66, 1
5, 1, 52, 1, 190.97, 6.49, 0
5, 91, 7, 16, 190.95, 9.25, 1
5, 25, 7, 52, 189.07, 7.37, 1
5, 69, 7, 73, 187.34, 5.64, 1
5, 95, 11, 1, 187.59, 1.35, 1
5, 95, 93, 4, 187.59, 7.32, 1
5, 69, 93, 16, 187.34, 7.07, 1
6, 46, 52, 4, 190.97, 0.29, 0
6, 80, 6, 4, 192.08, 4.8, 0
6, 15, 6, 7, 192.08, 8.83, 0
6, 17, 6, 101, 192.08, 2.56, 0
6, 17, 45, 9, 192.58, 2.06, 0
6, 17, 39, 2, 192.96, 1.68, 0
6, 17, 57, 109, 193.57, 1.07, 0
6, 45, 16, 4, 191.81, 5.63, 1
6, 45, 71, 2, 191.81, 6.25, 1
6, 13, 71, 46, 191.27, 5.71, 1
6, 91, 71, 13, 190.99, 5.43, 1
6, 36, 71, 7, 187.8, 2.24, 1
6, 68, 71, 43, 187.78, 2.22, 1
6, 29, 92, 18, 192.4, 7.97, 1
6, 0, 10, 20, 195.06, 4.92, 0
6, 54, 10, 27, 195.06, 7.53, 0
6, 54, 40, 1, 195.42, 7.17, 0
6, 54, 81, 1, 195.99, 6.6, 0
6, 54, 63, 7, 195.99, 6.6, 0
6, 54, 98, 13, 196.41, 6.18, 0
6, 54, 82, 30, 196.51, 6.08, 0
6, 54, 62, 72, 198.1, 4.49, 0
6, 54, 42, 2, 198.99, 3.6, 0
6, 54, 78, 60, 199.06, 3.53, 0
6, 54, 34, 10, 199.52, 3.07, 0
6, 54, 49, 34, 199.67, 2.92, 0
6, 98, 56, 1, 203.6, 4.86, 0
6, 8, 24, 2, 201.5, 4.34, 1
6, 82, 96, 17, 202.68, 6.15, 0
6, 82, 85, 7, 208, 0.83, 0
6, 82, 37, 15, 208.52, 0.31, 0
6, 26, 10, 23, 210.12, 1.3, 0
6, 55, 1, 5, 209.01, 7.83, 1
6, 8, 1, 3, 201.5, 0.32, 1
6, 3, 68, 56, 209.28, 14.38, 1
6, 59, 57, 30, 218.67, 0.87, 0
6, 31, 60, 9, 225.07, 2.3, 1
6, 31, 41, 28, 225.07, 9.29, 1
6, 67, 70, 8, 228.13, 13.77, 1
6, 31, 70, 1, 225.07, 10.71, 1
6, 35, 70, 1, 214.77, 0.41, 1
6, 84, 32, 10, 213.47, 3.55, 1
6, 20, 47, 48, 218.44, 0.94, 0
7, 78, 58, 31, 221.01, 6.43, 0
7, 14, 58, 7, 221.01, 0.39, 0
7, 42, 58, 7, 221.01, 0.13, 0
7, 7, 58, 24, 221.01, 9.53, 0
7, 96, 17, 43, 218.41, 4.69, 1
7, 12, 25, 59, 215.16, 0.34, 0
7, 76, 83, 4, 212.38, 6.39, 1
7, 11, 83, 2, 209.95, 3.96, 1
7, 11, 89, 1, 209.95, 0.38, 1
7, 3, 6, 316, 209.28, 0.31, 1
7, 26, 71, 52, 208.44, 4.43, 1
7, 26, 47, 3, 208.44, 4.04, 1
7, 59, 73, 44, 209.34, 5.23, 0
7, 37, 73, 30, 209.34, 7.44, 0
7, 37, 60, 1, 212.18, 4.6, 0
7, 26, 98, 10, 208.44, 1.48, 1
7, 27, 82, 17, 213.09, 2.76, 0
7, 68, 70, 26, 219.86, 13.36, 1
7, 24, 58, 17, 221.01, 4.78, 0
7, 68, 74, 19, 219.86, 1.05, 1
7, 92, 86, 23, 220.52, 11.32, 1
7, 68, 86, 9, 219.86, 10.66, 1
7, 31, 50, 6, 220.75, 7.57, 0
7, 2, 99, 2, 219.88, 5.66, 0
7, 2, 50, 82, 220.75, 4.79, 0
7, 2, 58, 204, 221.01, 4.53, 0
7, 2, 5, 1, 222.73, 2.81, 0
7, 68, 72, 43, 219.86, 1.12, 1
7, 93, 72, 8, 219.71, 0.97, 1
7, 30, 18, 54, 217.06, 3.09, 1
7, 10, 13, 102, 222.13, 2.58, 0
7, 10, 5, 13, 222.73, 1.98, 0
7, 10, 9, 16, 223.28, 1.43, 0
7, 8, 9, 99, 223.28, 5.91, 0
7, 8, 77, 1, 224.49, 4.7, 0
7, 8, 67, 17, 225.64, 3.55, 0
7, 8, 32, 1, 225.94, 3.25, 0
7, 8, 11, 1, 229.03, 0.16, 0
7, 54, 79, 22, 226.18, 7.02, 0
7, 54, 38, 64, 227.77, 5.43, 0
7, 39, 44, 2, 224.76, 0.08, 1
7, 75, 95, 8, 218.07, 4.09, 1
8, 0, 85, 8, 221.18, 0.9, 1
8, 75, 79, 4, 218.07, 2.13, 1
8, 75, 86, 6, 218.07, 6.94, 1
8, 75, 38, 100, 218.07, 6.4, 1
8, 75, 20, 223, 218.07, 9.88, 1
8, 27, 25, 9, 219.31, 4.48, 1
8, 75, 25, 15, 218.07, 3.24, 1
8, 75, 15, 21, 218.07, 7.71, 1
8, 75, 89, 2, 218.07, 9.61, 1
8, 75, 0, 72, 218.07, 5.37, 1
8, 75, 1, 28, 218.07, 8.15, 1
8, 75, 50, 223, 218.07, 9.76, 1
8, 28, 51, 1, 220.59, 0.54, 0
8, 48, 51, 168, 220.59, 0.03, 0
8, 8, 98, 2, 221.2, 2.45, 0
8, 8, 31, 30, 221.79, 1.86, 0
8, 8, 81, 24, 222.75, 0.9, 0
8, 53, 54, 4, 224.57, 5.14, 0
8, 23, 54, 2, 224.57, 6.69, 0
8, 22, 36, 2, 221.38, 5.04, 1
8, 75, 36, 1, 218.07, 1.73, 1
8, 75, 35, 315, 218.07, 5.52, 1
8, 14, 35, 13, 217.85, 5.3, 1
8, 59, 35, 5, 217.82, 5.27, 1
8, 59, 96, 25, 217.82, 4.13, 1
8, 59, 10, 26, 217.82, 4.09, 1
8, 59, 57, 90, 217.82, 1.32, 1
8, 21, 56, 121, 219.17, 6.12, 0
8, 21, 9, 3, 219.22, 6.07, 0
8, 21, 70, 62, 223.26, 2.03, 0
8, 21, 37, 19, 223.46, 1.83, 0
8, 21, 54, 129, 224.57, 0.72, 0
8, 30, 54, 23, 224.57, 6.91, 0
8, 30, 99, 2, 226.58, 4.9, 0
8, 30, 3, 368, 227.08, 4.4, 0
8, 30, 38, 1, 227.77, 3.71, 0
8, 58, 32, 2, 225.18, 6.29, 1
8, 95, 38, 5, 227.77, 1.97, 0
8, 47, 33, 2, 226.37, 0.22, 1
8, 58, 63, 1, 225.18, 3.9, 1
9, 58, 78, 9, 225.18, 3.25, 1
9, 74, 92, 11, 217.23, 0.29, 1
9, 45, 15, 3, 225.78, 17.94, 1
9, 74, 15, 7, 217.23, 9.39, 1
9, 30, 15, 22, 217.06, 9.22, 1
9, 26, 94, 3, 221.96, 12.74, 1
9, 20, 55, 8, 222.16, 3.27, 1
9, 18, 38, 40, 227.77, 0.12, 0
9, 20, 38, 131, 222.16, 0.6, 1
9, 20, 33, 10, 222.16, 4.68, 1
9, 20, 84, 8, 222.16, 8.57, 1
9, 20, 30, 91, 222.16, 4.73, 1
9, 20, 83, 1, 222.16, 8.39, 1
9, 91, 36, 1, 226.09, 2.5, 0
9, 91, 38, 2, 227.77, 0.82, 0
9, 23, 38, 1, 227.77, 4.1, 0
9, 32, 38, 17, 227.77, 10.23, 0
9, 81, 62, 5, 227.15, 1.59, 1
9, 70, 38, 122, 227.77, 10.27, 0
9, 70, 26, 37, 228.24, 9.8, 0
9, 70, 83, 6, 228.42, 9.62, 0
9, 70, 22, 18, 228.72, 9.32, 0
9, 81, 71, 51, 227.15, 3.21, 1
9, 81, 3, 2, 227.15, 8.68, 1
9, 37, 90, 11, 228.14, 0.6, 1
9, 74, 22, 1, 228.72, 7.96, 0
9, 37, 66, 303, 228.14, 4.25, 1
9, 37, 63, 11, 228.14, 9.18, 1
9, 37, 69, 102, 228.14, 0.9, 1
9, 72, 22, 36, 228.72, 8.09, 0
9, 72, 95, 5, 228.75, 8.06, 0
9, 72, 44, 2, 229.18, 7.63, 0
9, 72, 12, 5, 229.37, 7.44, 0
9, 72, 12, 31, 229.75, 7.06, 0
9, 37, 89, 11, 228.14, 0.32, 1
9, 81, 31, 12, 227.15, 6.27, 1
9, 11, 12, 1, 229.75, 5.78, 0
10, 79, 12, 5, 229.75, 4.58, 0
10, 44, 12, 1, 229.75, 6.02, 0
10, 29, 12, 13, 229.75, 9.76, 0
10, 37, 12, 47, 229.75, 6.03, 0
10, 37, 17, 39, 231.18, 4.6, 0
10, 34, 56, 4, 230.7, 2.25, 1
10, 50, 56, 3, 229.44, 0.99, 1
10, 98, 17, 16, 231.18, 3.53, 0
10, 98, 95, 5, 231.33, 3.38, 0
10, 96, 36, 4, 230.25, 0.68, 0
10, 22, 45, 9, 230.71, 0.76, 0
10, 22, 95, 13, 231.33, 0.14, 0
10, 52, 95, 22, 231.33, 4.67, 0
10, 52, 46, 2, 231.97, 4.03, 0
10, 52, 98, 3, 232.61, 3.39, 0
10, 52, 1, 11, 232.94, 3.06, 0
10, 52, 25, 26, 233.06, 2.94, 0
10, 52, 7, 16, 233.19, 2.81, 0
10, 72, 7, 3, 233.19, 7.31, 0
10, 72, 6, 67, 233.46, 7.04, 0
10, 50, 28, 1, 229.44, 2.14, 1
10, 50, 43, 118, 229.44, 4.31, 1
10, 65, 27, 1, 230.36, 6.5, 0
10, 50, 27, 80, 230.36, 4.11, 0
10, 50, 6, 286, 233.46, 1.01, 0
10, 94, 20, 3, 230.05, 0.85, 1
10, 50, 20, 195, 229.44, 0.24, 1
10, 50, 0, 1, 229.44, 5.57, 1
10, 4, 6, 165, 233.46, 0.45, 0
10, 4, 62, 5, 233.83, 0.08, 0
10, 88, 54, 1, 234.27, 9.11, 0
10, 50, 18, 12, 229.44, 3.42, 1
10, 50, 15, 4, 229.44, 8.21, 1
10, 50, 82, 6, 229.44, 4.98, 1
10, 50, 51, 1, 229.44, 1.88, 1
10, 31, 54, 14, 234.27, 4.43, 0
10, 31, 90, 21, 234.66, 4.04, 0
10, 31, 72, 10, 234.74, 3.96, 0
10, 62, 72, 56, 234.74, 9.22, 0
10, 62, 5, 3, 235.93, 8.03, 0
10, 62, 64, 11, 236.05, 7.91, 0
10, 62, 11, 1, 236.07, 7.89, 0
10, 62, 3, 1, 237.32, 6.64, 0
10, 62, 53, 60, 237.48, 6.48, 0
10, 62, 68, 12, 241.31, 2.65, 0
10, 19, 68, 1, 241.31, 10.59, 0
10, 32, 9, 1, 234.73, 1.31, 0
10, 99, 9, 1, 234.73, 4.91, 0
10, 50, 25, 21, 229.44, 2.32, 1
10, 50, 5, 11, 229.44, 10.58, 1
10, 33, 2, 12, 235.53, 4.64, 0
10, 8, 73, 6, 231.57, 14.27, 0
10, 40, 73, 1, 231.57, 8.52, 0
10, 78, 73, 6, 231.57, 5.26, 0
10, 78, 2, 18, 235.53, 1.3, 0
11, 53, 49, 32, 232.72, 2.05, 0
11, 37, 49, 25, 232.72, 6.67, 0
11, 37, 2, 209, 235.53, 3.86, 0
11, 37, 91, 19, 235.66, 3.73, 0
11, 37, 21, 90, 237.64, 1.75, 0
11, 37, 83, 1, 237.83, 1.56, 0
11, 37, 90, 5, 238.06, 1.33, 0
11, 37, 48, 111, 238.8, 0.59, 0
11, 80, 73, 1, 230.94, 2.46, 1
11, 22, 73, 5, 230.82, 2.34, 1
11, 22, 0, 4, 230.82, 2.2, 1
11, 22, 71, 34, 230.82, 4.38, 1
11, 55, 71, 5, 230.32, 3.88, 1
11, 35, 71, 3, 229.72, 3.28, 1
11, 59, 87, 24, 234.32, 2.94, 1
11, 59, 31, 21, 234.32, 2.93, 1
11, 46, 88, 1, 235.66, 2.29, 0
11, 46, 89, 5, 236.31, 1.64, 0
11, 11, 48, 1, 238.8, 5.98, 0
11, 59, 69, 2, 234.32, 1.81, 1
11, 35, 27, 9, 237.7, 0.76, 0
11, 59, 55, 3, 234.32, 1.37, 1
11, 56, 48, 45, 238.8, 2.27, 0
11, 56, 85, 2, 239.82, 1.25, 0
11, 56, 7, 65, 240.21, 0.86, 0
11, 59, 5, 6, 234.32, 2.86, 1
11, 59, 19, 1, 234.32, 7.33, 1
11, 2, 97, 79, 238.18, 1.44, 0
11, 59, 78, 71, 234.32, 7.93, 1
11, 59, 82, 13, 234.32, 6.04, 1
11, 59, 17, 9, 234.32, 10.63, 1
11, 59, 75, 56, 234.32, 0.01, 1
11, 50, 45, 39, 232.09, 3.7, 1
11, 29, 32, 15, 232.91, 7.8, 1
11, 50, 32, 1, 232.09, 6.98, 1
11, 20, 57, 5, 233.96, 7.59, 0
11, 20, 86, 72, 240.49, 1.06, 0
11, 20, 68, 48, 241.31, 0.24, 0
11, 50, 44, 1, 232.09, 2.3, 1
11, 50, 92, 19, 232.09, 11.28, 1
11, 50, 23, 2, 232.09, 10.67, 1
11, 50, 74, 4, 232.09, 0.13, 1
11, 50, 41, 30, 232.09, 7.16, 1
11, 43, 70, 54, 232.71, 2.54, 0
11, 50, 96, 18, 232.09, 1.34, 1
11, 50, 68, 7, 232.09, 2.31, 1
11, 50, 14, 9, 232.09, 5.48, 1
11, 52, 70, 82, 232.71, 7.8, 0
11, 50, 94, 1, 232.09, 3.5, 1
11, 79, 70, 14, 232.71, 7.19, 0
11, 50, 3, 1, 232.09, 4.32, 1
12, 94, 70, 1, 232.71, 2, 0
12, 90, 70, 14, 232.71, 10.74, 0
12, 69, 70, 26, 232.71, 8, 0
12, 69, 85, 1, 232.9, 7.81, 0
12, 69, 83, 1, 236.49, 4.22, 0
12, 69, 80, 30, 237.58, 3.13, 0
12, 69, 38, 16, 238.05, 2.66, 0
12, 5, 38, 33, 238.05, 5.43, 0
12, 5, 66, 12, 238.58, 4.9, 0
12, 89, 66, 4, 238.58, 1.29, 0
12, 70, 34, 8, 240.27, 3.11, 0
12, 70, 42, 2, 240.85, 2.53, 0
12, 70, 68, 40, 241.31, 2.07, 0
12, 63, 68, 4, 241.31, 0.58, 0
12, 74, 99, 1, 240.62, 1.59, 0
12, 74, 68, 5, 241.31, 0.9, 0
12, 83, 25, 17, 236.86, 0.58, 1
12, 83, 41, 4, 236.86, 1.09, 1
12, 73, 68, 9, 241.31, 5.26, 0
12, 22, 68, 1, 241.31, 1.4, 0
12, 40, 68, 19, 241.31, 8.14, 0
12, 84, 10, 5, 240.27, 2.68, 0
12, 53, 10, 18, 240.27, 5.08, 0
12, 35, 10, 34, 240.27, 11.62, 0
12, 35, 68, 37, 241.31, 10.58, 0
12, 35, 2, 2, 241.86, 10.03, 0
12, 23, 2, 2, 241.86, 1.74, 0
12, 47, 29, 68, 238.08, 5.6, 0
12, 47, 2, 37, 241.86, 1.82, 0
12, 47, 67, 3, 241.88, 1.8, 0
12, 47, 74, 18, 241.95, 1.73, 0
12, 47, 30, 129, 242.08, 1.6, 0
12, 47, 59, 193, 242.47, 1.21, 0
12, 47, 91, 10, 242.67, 1.01, 0
12, 47, 64, 3, 243.27, 0.41, 0
12, 47, 11, 2, 243.66, 0.02, 0
12, 83, 58, 126, 236.86, 4.49, 1
12, 83, 31, 22, 236.86, 0.8, 1
12, 83, 12, 7, 236.86, 10.28, 1
12, 83, 34, 1, 236.86, 10.53, 1
12, 77, 38, 9, 237.68, 7.78, 0
12, 32, 38, 1, 237.68, 7.21, 0
12, 83, 55, 3, 236.86, 7.17, 1
12, 83, 78, 20, 236.86, 7.85, 1
13, 16, 38, 2, 237.68, 4.62, 0
13, 82, 38, 13, 237.68, 7.37, 0
13, 79, 38, 5, 237.68, 8.89, 0
13, 65, 38, 54, 237.68, 5.59, 0
13, 65, 49, 16, 238.93, 4.34, 0
13, 65, 4, 29, 239.36, 3.91, 0
13, 65, 13, 128, 240.45, 2.82, 0
13, 65, 59, 92, 241.43, 1.84, 0
13, 83, 11, 2, 236.86, 2.22, 1
13, 83, 36, 4, 236.86, 5.05, 1
13, 69, 77, 6, 236.97, 11.01, 1
13, 69, 10, 12, 236.97, 11.69, 1
13, 71, 18, 14, 243.74, 3.3, 0
13, 71, 86, 1, 244.24, 2.8, 0
13, 71, 42, 10, 244.51, 2.53, 0
13, 71, 39, 2, 244.66, 2.38, 0
13, 71, 66, 1, 245.13, 1.91, 0
13, 71, 70, 42, 245.25, 1.79, 0
13, 71, 26, 2, 246.07, 0.97, 0
13, 88, 67, 1, 247.46, 6.2, 0
13, 30, 15, 6, 244.2, 2.98, 1
13, 30, 12, 1, 244.2, 3.33, 1
13, 62, 17, 23, 244.3, 3.47, 1
13, 30, 17, 7, 244.2, 3.37, 1
13, 92, 67, 7, 247.46, 2.36, 0
13, 92, 87, 8, 248.09, 1.73, 0
13, 53, 87, 13, 248.09, 9.67, 0
13, 53, 26, 4, 249.22, 8.54, 0
13, 18, 26, 11, 249.22, 4.78, 0
13, 18, 22, 24, 249.52, 4.48, 0
13, 0, 21, 15, 246.46, 13.27, 0
13, 46, 21, 13, 246.46, 11.07, 0
13, 75, 38, 3, 245.77, 10.99, 1
13, 75, 13, 1, 245.77, 10.84, 1
13, 75, 74, 4, 245.77, 12.22, 1
14, 75, 18, 6, 245.77, 8.96, 1
14, 30, 18, 1, 244.2, 7.39, 1
14, 29, 43, 7, 246.21, 4.44, 1
14, 49, 43, 97, 245.75, 3.98, 1
14, 49, 38, 2, 245.75, 1.71, 1
14, 49, 54, 259, 245.75, 5.74, 1
14, 30, 54, 96, 244.2, 4.19, 1
14, 41, 21, 165, 246.46, 0.4, 0
14, 30, 17, 4, 244.2, 8.19, 1
14, 78, 21, 11, 246.46, 0.46, 0
14, 8, 21, 31, 246.46, 6.93, 0
14, 8, 63, 3, 247.04, 6.35, 0
14, 8, 50, 15, 247.57, 5.82, 0
14, 92, 81, 34, 245.1, 1.94, 1
14, 92, 20, 5, 245.1, 12.21, 1
14, 30, 20, 142, 244.2, 11.31, 1
14, 63, 20, 23, 242.94, 10.05, 1
14, 63, 64, 8, 242.94, 7.85, 1
14, 63, 65, 53, 242.94, 2.71, 1
14, 68, 65, 26, 242.56, 2.33, 1
14, 58, 65, 83, 241.5, 1.27, 1
14, 51, 50, 596, 247.57, 3.95, 0
14, 58, 69, 17, 241.5, 1.82, 1
14, 39, 69, 2, 240.71, 1.03, 1
14, 76, 91, 3, 240.14, 2.49, 1
14, 76, 77, 1, 240.14, 4.11, 1
14, 76, 84, 11, 240.14, 5.09, 1
14, 73, 25, 11, 246.4, 2.66, 0
14, 73, 2, 71, 246.85, 2.21, 0
14, 73, 50, 214, 247.57, 1.49, 0
14, 73, 33, 4, 248.2, 0.86, 0
14, 73, 16, 1, 248.29, 0.77, 0
14, 73, 1, 1, 248.62, 0.44, 0
14, 32, 22, 12, 249.52, 11.19, 0
14, 67, 22, 31, 249.52, 10.43, 0
14, 12, 14, 4, 245.17, 7.2, 1
14, 60, 22, 9, 249.52, 2.83, 0
14, 30, 72, 96, 249.07, 11.21, 1
14, 97, 22, 38, 249.52, 9.84, 0
14, 97, 82, 2, 249.65, 9.71, 0
14, 97, 96, 6, 249.78, 9.58, 0
14, 97, 47, 108, 250.93, 8.43, 0
14, 30, 76, 48, 249.07, 4.39, 1
14, 83, 76, 20, 247.19, 2.51, 1
14, 12, 76, 58, 245.17, 0.49, 1
15, 1, 12, 2, 244.41, 1.06, 1
15, 7, 12, 19, 243.45, 0.1, 1
15, 7, 5, 21, 243.45, 2.28, 1
15, 0, 93, 6, 243.95, 10.07, 0
15, 83, 93, 1, 243.95, 0.16, 0
15, 31, 22, 5, 245.13, 2.22, 0
15, 7, 46, 18, 243.45, 5.92, 1
15, 7, 40, 13, 243.45, 4.86, 1
15, 7, 82, 7, 243.45, 7.6, 1
15, 7, 10, 30, 243.45, 2.48, 1
15, 7, 62, 14, 243.45, 9.57, 1
15, 7, 64, 2, 243.45, 1.47, 1
15, 59, 33, 12, 245.85, 9.05, 0
15, 59, 50, 89, 247.48, 7.42, 0
15, 59, 39, 2, 247.62, 7.28, 0
15, 59, 47, 175, 250.93, 3.97, 0
15, 59, 31, 3, 251.27, 3.63, 0
15, 59, 74, 1, 251.55, 3.35, 0
15, 59, 65, 2, 251.69, 3.21, 0
15, 59, 37, 280, 252.22, 2.68, 0
15, 59, 61, 13, 252.25, 2.65, 0
15, 59, 73, 1, 252.31, 2.59, 0
15, 59, 53, 24, 252.5, 2.4, 0
15, 59, 41, 1, 253, 1.9, 0
15, 59, 31, 1, 253.02, 1.88, 0
15, 59, 98, 8, 253.38, 1.52, 0
15, 59, 58, 153, 253.45, 1.45, 0
15, 59, 42, 1, 253.95, 0.95, 0
15, 59, 57, 36, 254.22, 0.68, 0
15, 59, 45, 1, 254.34, 0.56, 0
15, 15, 80, 16, 254.94, 8.85, 0
15, 89, 48, 2, 255.47, 6.66, 0
15, 21, 70, 10, 246.27, 2.9, 1
15, 21, 74, 1, 246.27, 7.72, 1
15, 41, 79, 9, 246.6, 6.99, 1
15, 60, 43, 2, 246.72, 6.42, 1
15, 41, 43, 73, 246.6, 6.3, 1
15, 21, 43, 79, 246.27, 5.97, 1
15, 21, 51, 87, 246.27, 3.79, 1
15, 9, 52, 3, 246.44, 7.35, 0
15, 87, 52, 10, 246.44, 2.11, 0
15, 26, 75, 112, 249.97, 8.25, 0
15, 21, 63, 70, 246.27, 8.06, 1
15, 21, 68, 7, 246.27, 0.7, 1
15, 53, 75, 33, 249.97, 6.69, 0
15, 34, 75, 15, 249.97, 5.44, 0
15, 13, 75, 60, 249.97, 0.82, 0
15, 4, 7, 165, 254.47, 1.95, 0
15, 4, 67, 2, 254.78, 1.64, 0
15, 4, 48, 9, 255.47, 0.95, 0
15, 4, 57, 36, 255.81, 0.61, 0
15, 4, 27, 1, 255.83, 0.59, 0
15, 4, 66, 8, 255.84, 0.58, 0
