Time, LastPrice, Volume, BestBid, BestAsk, Spread, Mid, BuyLevels, SellLevels, BuyQty, SellQty, FCF, InterestRate, BusinessCycle
654, 1927.87, 9511, 1882.24, 1899.02, 16.78, 1890.63, 2183, 980, 20556, 27611, 4865588, 0.01, -0.248691
655, 1937.15, 4030, 1908.36, 1919.81, 11.4501, 1914.08, 2195, 956, 23137, 24571, 4865588, 0.01, -0.309018
656, 1925.89, 7500, 1926.32, 1926.41, 0.0900879, 1926.36, 2207, 953, 30613, 21308, 4865588, 0.01, -0.368126
657, 1929.38, 6420, 1920.3, 1928.11, 7.80994, 1924.21, 2207, 957, 27997, 17246, 4865588, 0.01, -0.425781
658, 2008.57, 3361, 1890.3, 1938.99, 48.6899, 1914.65, 2212, 957, 29015, 14486, 4865588, 0.01, -0.481755
659, 1964.2, 3002, 1890.3, 1947.47, 57.1699, 1918.89, 2216, 962, 26478, 12972, 4865588, 0.01, -0.535828
660, 1875.33, 5452, 1875.33, 1894.7, 19.37, 1885.01, 2222, 985, 19320, 22434, 4865588, 0.02, -0.587787
661, 1820.93, 9522, 1820.93, 1869.45, 48.5199, 1845.19, 2196, 1000, 12118, 23065, 4865588, 0.02, -0.637425
662, 1889.77, 1234, 1861.39, 1889.77, 28.38, 1875.58, 2213, 1004, 15547, 22963, 4865588, 0.02, -0.684548
663, 1855.35, 4005, 1855.35, 1889.77, 34.42, 1872.56, 2221, 1014, 17597, 23829, 4865588, 0.02, -0.72897
664, 1900.13, 4748, 1873.62, 1900.13, 26.51, 1886.88, 2225, 1022, 16638, 22651, 4865588, 0.02, -0.770514
665, 1821.97, 4734, 1822.37, 1843.63, 21.26, 1833, 2220, 1030, 14941, 26155, 4865588, 0.02, -0.809018
666, 1799, 5979, 1820.34, 1843.63, 23.29, 1831.98, 2230, 1042, 12383, 26224, 4865588, 0.02, -0.844329
667, 1852.2, 5390, 1820.34, 1852.2, 31.86, 1836.27, 2241, 1048, 20652, 23114, 4865588, 0.02, -0.876308
668, 1849.97, 2904, 1844.54, 1849.97, 5.42993, 1847.26, 2256, 1065, 26766, 23624, 4865588, 0.02, -0.904828
669, 1770.32, 14614, 1796.65, 1805.23, 8.57996, 1800.94, 2223, 1071, 20704, 23512, 4865588, 0.02, -0.929777
670, 1784.41, 5070, 1785.96, 1829.32, 43.36, 1807.64, 2208, 1073, 19479, 18127, 4865588, 0.02, -0.951057
671, 1798.23, 7323, 1798.23, 1847.96, 49.73, 1823.09, 2214, 1083, 22653, 28903, 4865588, 0.02, -0.968584
672, 1798.2, 4556, 1786.4, 1823.8, 37.4, 1805.1, 2221, 1098, 22091, 43504, 4865588, 0.02, -0.982288
673, 1760.95, 6682, 1763.69, 1776.47, 12.78, 1770.08, 2181, 1111, 18317, 49294, 4865588, 0.02, -0.992115
674, 1813.05, 4561, 1813.85, 1829.64, 15.79, 1821.74, 2191, 1112, 23301, 41483, 4865588, 0.02, -0.998027
675, 1832.33, 3666, 1825.63, 1832.33, 6.69995, 1828.98, 2207, 1121, 26642, 40375, 4865598, 0.08, -1
676, 1823.72, 4868, 1786.45, 1835.31, 48.8601, 1810.88, 2217, 1123, 23823, 40636, 4865598, 0.08, -0.998027
677, 1842.65, 2073, 1842.03, 1842.65, 0.619995, 1842.34, 2227, 1132, 23532, 41392, 4865598, 0.08, -0.992114
678, 1842.65, 1236, 1833.63, 1842.65, 9.02002, 1838.14, 2236, 1144, 23088, 43241, 4865598, 0.08, -0.982287
679, 1790.26, 5927, 1781.58, 1790.26, 8.68005, 1785.92, 2243, 1155, 23835, 44844, 4865598, 0.08, -0.968583
680, 1820.88, 9747, 1794.55, 1820.88, 26.33, 1807.72, 2245, 1159, 20695, 48920, 4865598, 0.08, -0.951056
681, 1808.62, 3823, 1808.62, 1819.05, 10.4301, 1813.83, 2260, 1170, 23796, 33926, 4865598, 0.08, -0.929776
682, 1765.15, 11764, 1764.61, 1803.45, 38.84, 1784.03, 2249, 1177, 16673, 32971, 4865598, 0.08, -0.904826
683, 1728.66, 2803, 1761.74, 1797.8, 36.0601, 1779.77, 2250, 1194, 16383, 37385, 4865598, 0.08, -0.876306
684, 1719.73, 8097, 1757.42, 1810.67, 53.25, 1784.05, 2242, 1197, 16748, 33128, 4865598, 0.08, -0.844327
685, 1721.95, 4236, 1737.86, 1764.71, 26.85, 1751.28, 2178, 1201, 10998, 31891, 4865598, 0.08, -0.809016
686, 1769.06, 2248, 1769.06, 1826.53, 57.47, 1797.8, 2187, 1198, 11581, 26896, 4865598, 0.08, -0.770512
687, 1763.87, 1905, 1761.7, 1763.87, 2.17004, 1762.78, 2198, 1216, 11254, 35140, 4865598, 0.08, -0.728967
688, 1733.67, 3869, 1733.4, 1733.45, 0.0499268, 1733.43, 2182, 1219, 17530, 34527, 4865598, 0.08, -0.684545
689, 1697.82, 5645, 1697.07, 1697.58, 0.51001, 1697.32, 2072, 1229, 14155, 40969, 4865598, 0.08, -0.637422
690, 1660.82, 5249, 1670.58, 1681.77, 11.1901, 1676.18, 2024, 1246, 12042, 40596, 4865598, 0.14, -0.587783
691, 1638.24, 9773, 1631.52, 1631.54, 0.0200195, 1631.53, 1999, 1250, 5344, 40199, 4865598, 0.14, -0.535825
692, 1508.79, 2642, 1506.62, 1507.28, 0.660034, 1506.95, 1872, 1269, 9047, 32039, 4865598, 0.14, -0.481752
693, 1486.12, 5833, 1500.33, 1506.5, 6.17004, 1503.42, 1882, 1273, 11932, 33085, 4865598, 0.14, -0.425777
694, 1495.87, 6696, 1498.78, 1506.5, 7.71997, 1502.64, 1892, 1280, 11979, 34617, 4865598, 0.14, -0.368122
695, 1506.5, 6741, 1501.6, 1506.5, 4.90002, 1504.05, 1907, 1301, 10339, 38949, 4865598, 0.14, -0.309015
696, 1494.86, 6497, 1496.58, 1500.24, 3.66003, 1498.41, 1916, 1297, 11055, 35684, 4865598, 0.14, -0.248687
697, 1463.73, 2169, 1474.27, 1477.94, 3.66992, 1476.1, 1901, 1304, 13715, 28232, 4865598, 0.14, -0.187379
698, 1515.65, 8299, 1540.78, 1543.06, 2.28003, 1541.92, 1923, 1288, 19487, 17647, 4865598, 0.14, -0.125331
699, 1529.98, 8660, 1499.11, 1529.98, 30.87, 1514.54, 1925, 1273, 22440, 7971, 4865598, 0.14, -0.0627879
700, 1560.05, 2648, 1538.35, 1554.33, 15.98, 1546.34, 1934, 1281, 33603, 8693, 7298397, 0.14, 2.65443e-06
701, 1521.73, 2414, 1512.33, 1557.52, 45.1901, 1534.93, 1941, 1290, 38314, 10791, 7298397, 0.14, 0.0627932
702, 1446.75, 17988, 1448.21, 1484.62, 36.41, 1466.42, 1869, 1302, 23416, 10220, 7298397, 0.14, 0.125336
703, 1480.11, 2507, 1467.29, 1470.64, 3.34998, 1468.97, 1876, 1314, 21911, 31985, 7298397, 0.14, 0.187384
704, 1480.11, 12289, 1463.19, 1480.11, 16.92, 1471.65, 1888, 1324, 22320, 24749, 7298397, 0.14, 0.248693
705, 1467.1, 4499, 1467.1, 1480.11, 13.01, 1473.6, 1903, 1335, 24150, 22441, 7298397, 0.15, 0.30902
706, 1409.84, 8537, 1423.27, 1427.62, 4.34998, 1425.45, 1826, 1341, 29566, 27145, 7298397, 0.15, 0.368127
707, 1427.62, 7066, 1423.27, 1427.62, 4.34998, 1425.45, 1843, 1357, 21445, 34838, 7298397, 0.15, 0.425782
708, 1424.9, 6485, 1424.9, 1427.62, 2.71997, 1426.26, 1860, 1371, 29530, 33795, 7298397, 0.15, 0.481756
709, 1427.62, 4130, 1424.9, 1427.62, 2.71997, 1426.26, 1873, 1386, 29496, 35652, 7298397, 0.15, 0.535829
710, 1391.21, 16146, 1394.08, 1422.23, 28.15, 1408.16, 1789, 1396, 16820, 35718, 7298397, 0.15, 0.587788
711, 1361.68, 7712, 1366.66, 1369.98, 3.31995, 1368.32, 1715, 1408, 15901, 34455, 7298397, 0.15, 0.637426
712, 1302.1, 4416, 1301.72, 1301.77, 0.0500488, 1301.74, 1635, 1423, 13269, 43699, 7298397, 0.15, 0.684549
713, 1192.86, 11552, 1193.21, 1201.82, 8.60999, 1197.51, 1532, 1435, 11718, 40018, 7298397, 0.15, 0.728971
714, 1218.57, 3878, 1211.75, 1256.94, 45.1899, 1234.34, 1545, 1435, 13448, 34185, 7298397, 0.15, 0.770515
715, 1179.88, 7949, 1182.2, 1194.44, 12.24, 1188.32, 1513, 1438, 10242, 32663, 7298397, 0.15, 0.809019
716, 1221.79, 5781, 1213.7, 1221.79, 8.09009, 1217.74, 1529, 1443, 10422, 33474, 7298397, 0.15, 0.84433
717, 1239.18, 3178, 1230.98, 1239.18, 8.20007, 1235.08, 1533, 1457, 11792, 28845, 7298397, 0.15, 0.876308
718, 1184.42, 3159, 1184.42, 1236.23, 51.8099, 1210.32, 1532, 1465, 16987, 30238, 7298397, 0.15, 0.904828
719, 1179.12, 7242, 1179.38, 1186.97, 7.58997, 1183.18, 1534, 1475, 41706, 27066, 7298397, 0.15, 0.929778
720, 1134.52, 7563, 1141.75, 1144.65, 2.90002, 1143.2, 1471, 1481, 48562, 23940, 7298397, 0.1, 0.951057
721, 1123.46, 18784, 1127.07, 1144.65, 17.5801, 1135.86, 1469, 1482, 36372, 22023, 7298397, 0.1, 0.968584
722, 1140.73, 5957, 1139.22, 1140.73, 1.51001, 1139.97, 1475, 1482, 38351, 11396, 7298397, 0.1, 0.982288
723, 1209.28, 5778, 1142.7, 1209.28, 66.5801, 1175.99, 1490, 1476, 36731, 12655, 7298397, 0.1, 0.992115
724, 1154.21, 5804, 1162.94, 1173.77, 10.8301, 1168.35, 1499, 1491, 38379, 22640, 7298397, 0.1, 0.998027
725, 1145.11, 2611, 1144.52, 1145.11, 0.589966, 1144.81, 1511, 1504, 45115, 23494, -7298422, 0.1, 1
726, 1144.52, 1944, 1144.52, 1148.84, 4.31995, 1146.68, 1526, 1514, 48471, 23839, -7298422, 0.1, 0.998026
727, 1173.41, 4373, 1165.98, 1173.41, 7.43005, 1169.7, 1542, 1515, 54972, 22704, -7298422, 0.1, 0.992114
728, 1155.13, 5865, 1155.13, 1159.02, 3.89001, 1157.07, 1538, 1526, 52415, 25649, -7298422, 0.1, 0.982287
729, 1148.71, 3403, 1142.16, 1158.23, 16.0699, 1150.2, 1545, 1538, 48135, 25911, -7298422, 0.1, 0.968582
730, 1173.77, 5966, 1146.89, 1173.77, 26.88, 1160.33, 1552, 1535, 39726, 27841, -7298422, 0.1, 0.951055
731, 1184.4, 9105, 1178.95, 1184.4, 5.45007, 1181.68, 1573, 1538, 40498, 21211, -7298422, 0.1, 0.929775
732, 1178.86, 4321, 1174.36, 1178.86, 4.5, 1176.61, 1588, 1540, 39427, 32898, -7298422, 0.1, 0.904826
733, 1189, 3412, 1163.61, 1189, 25.39, 1176.3, 1602, 1551, 51484, 30816, -7298422, 0.1, 0.876305
734, 1171.96, 3977, 1171.96, 1180.27, 8.31006, 1176.11, 1624, 1564, 60714, 29849, -7298422, 0.1, 0.844326
735, 1174.07, 10324, 1168.03, 1174.07, 6.03992, 1171.05, 1628, 1579, 46657, 30976, -7298422, 0.04, 0.809015
736, 1185.79, 5805, 1185.79, 1189, 3.20996, 1187.4, 1641, 1587, 48844, 33555, -7298422, 0.04, 0.770511
737, 1168.03, 5491, 1168.03, 1189, 20.97, 1178.52, 1644, 1606, 40294, 33818, -7298422, 0.04, 0.728966
738, 1185.6, 3061, 1164.84, 1185.6, 20.76, 1175.22, 1651, 1616, 42624, 33983, -7298422, 0.04, 0.684544
739, 1173.07, 4526, 1173.07, 1188.04, 14.9701, 1180.55, 1670, 1628, 37145, 59202, -7298422, 0.04, 0.637421
740, 1189, 3462, 1163.5, 1189, 25.5, 1176.25, 1676, 1642, 31853, 57094, -7298422, 0.04, 0.587782
741, 1211.24, 13767, 1199.25, 1210.91, 11.66, 1205.08, 1683, 1576, 37815, 46099, -7298422, 0.04, 0.535824
742, 1192.72, 4103, 1192.72, 1201.78, 9.06006, 1197.25, 1691, 1598, 34997, 49946, -7298422, 0.04, 0.48175
743, 1203.5, 5908, 1203.5, 1210.91, 7.41003, 1207.21, 1707, 1610, 32664, 52138, -7298422, 0.04, 0.425776
744, 1183.61, 10275, 1188.4, 1201.62, 13.22, 1195.01, 1708, 1627, 25519, 63604, -7298422, 0.04, 0.368121
745, 1201.62, 8803, 1195.56, 1201.62, 6.05994, 1198.59, 1727, 1643, 27201, 63734, -7298422, 0.04, 0.309013
746, 1195.56, 5678, 1195.56, 1209.87, 14.3099, 1202.72, 1747, 1647, 28517, 56684, -7298422, 0.04, 0.248686
747, 1209.87, 4554, 1183.62, 1198.86, 15.24, 1191.24, 1754, 1665, 43443, 57232, -7298422, 0.04, 0.187378
748, 1210.91, 9110, 1175.34, 1210.91, 35.5701, 1193.12, 1742, 1671, 35786, 62860, -7298422, 0.04, 0.125329
749, 1180.6, 3466, 1180.6, 1194.59, 13.99, 1187.59, 1758, 1684, 41492, 50153, -7298422, 0.04, 0.0627866
750, 1206.8, 5829, 1203.67, 1204.92, 1.25, 1204.3, 1771, 1693, 41264, 48593, 10947633, 0.01, -3.93395e-06
751, 1225.65, 12539, 1194.89, 1218.89, 24, 1206.89, 1779, 1652, 37705, 44664, 10947633, 0.01, -0.0627945
752, 1244.54, 9977, 1198.57, 1225.4, 26.8301, 1211.98, 1780, 1633, 37310, 41158, 10947633, 0.01, -0.125337
753, 1231.05, 2930, 1194.77, 1226.3, 31.53, 1210.54, 1787, 1638, 43649, 48221, 10947633, 0.01, -0.187385
754, 1226.3, 6508, 1194.77, 1226.3, 31.53, 1210.54, 1798, 1647, 39917, 36559, 10947633, 0.01, -0.248694
755, 1226.3, 22002, 1200.05, 1226.3, 26.25, 1213.18, 1803, 1660, 30819, 36454, 10947633, 0.01, -0.309021
756, 1159.5, 15041, 1159.19, 1159.28, 0.0900879, 1159.23, 1743, 1670, 19550, 45592, 10947633, 0.01, -0.368128
757, 1155.02, 5878, 1158.73, 1159.28, 0.550049, 1159.01, 1749, 1681, 25657, 54590, 10947633, 0.01, -0.425783
758, 1156.42, 4089, 1158.02, 1159.28, 1.26001, 1158.65, 1762, 1693, 32928, 72368, 10947633, 0.01, -0.481757
759, 1142.56, 3834, 1142.68, 1146.15, 3.46997, 1144.42, 1688, 1700, 33393, 75881, 10947633, 0.01, -0.53583
760, 1130.65, 9028, 1130.7, 1144.48, 13.78, 1137.59, 1630, 1706, 28985, 78192, 10947633, 0.01, -0.587789
761, 1117.71, 3793, 1117.71, 1117.93, 0.220093, 1117.82, 1566, 1715, 30027, 88666, 10947633, 0.01, -0.637427
762, 1069.55, 6558, 1083.18, 1098.3, 15.12, 1090.74, 1472, 1720, 29883, 84360, 10947633, 0.01, -0.68455
763, 1149.24, 2553, 1144.84, 1149.24, 4.40002, 1147.04, 1492, 1731, 44554, 72507, 10947633, 0.01, -0.728972
764, 1149.24, 3410, 1145.85, 1149.24, 3.39001, 1147.54, 1509, 1749, 49956, 74718, 10947633, 0.01, -0.770516
765, 1152.29, 9903, 1133.93, 1152.29, 18.36, 1143.11, 1515, 1757, 47854, 71724, 10947633, 0.04, -0.80902
766, 1117.79, 6736, 1117.79, 1140.27, 22.48, 1129.03, 1514, 1766, 58275, 63978, 10947633, 0.04, -0.84433
767, 1122.3, 4068, 1122.3, 1152.75, 30.45, 1137.53, 1523, 1771, 41956, 54302, 10947633, 0.04, -0.876309
768, 1112.7, 3320, 1112.7, 1122.45, 9.75, 1117.57, 1525, 1781, 42173, 41614, 10947633, 0.04, -0.904829
769, 1128.23, 2008, 1125.43, 1149.79, 24.36, 1137.61, 1534, 1789, 40809, 45160, 10947633, 0.04, -0.929777
770, 1110.58, 3313, 1110.58, 1131.65, 21.0701, 1121.11, 1544, 1807, 37274, 61193, 10947633, 0.04, -0.951057
771, 1110.58, 16720, 1110.58, 1133.9, 23.3201, 1122.24, 1555, 1823, 30859, 57174, 10947633, 0.04, -0.968583
772, 1110.4, 6078, 1110.4, 1115.98, 5.57996, 1113.19, 1564, 1832, 30618, 52712, 10947633, 0.04, -0.982287
773, 1154.6, 8632, 1103.5, 1154.6, 51.1, 1129.05, 1552, 1820, 19354, 51463, 10947633, 0.04, -0.992115
774, 1135.38, 5272, 1135.38, 1155.86, 20.48, 1145.62, 1564, 1828, 27319, 47746, 10947633, 0.04, -0.998027
775, 1158.49, 3966, 1156.42, 1157.18, 0.76001, 1156.8, 1574, 1837, 37803, 49627, 10947641, 0.04, -1
776, 1160.73, 9028, 1147.59, 1158.26, 10.67, 1152.93, 1577, 1843, 38411, 43546, 10947641, 0.04, -0.998027
777, 1163.49, 15638, 1156.76, 1162.9, 6.14001, 1159.83, 1584, 1833, 33113, 36993, 10947641, 0.04, -0.992115
778, 1173.28, 6526, 1158.72, 1164.74, 6.02002, 1161.73, 1593, 1840, 36632, 31153, 10947641, 0.04, -0.982287
779, 1187.5, 11888, 1187.65, 1187.79, 0.140015, 1187.72, 1598, 1751, 37234, 18865, 10947641, 0.04, -0.968583
780, 1146.8, 5713, 1146.8, 1174.16, 27.36, 1160.48, 1600, 1762, 33544, 22893, 10947641, 0.1, -0.951056
781, 1191.81, 4122, 1185.64, 1191.58, 5.93994, 1188.61, 1604, 1772, 33168, 28207, 10947641, 0.1, -0.929776
782, 1201.03, 5697, 1179.96, 1193.9, 13.9401, 1186.93, 1616, 1771, 44705, 27973, 10947641, 0.1, -0.904827
783, 1241.23, 15567, 1236.49, 1240.6, 4.10999, 1238.54, 1625, 1631, 43575, 15834, 10947641, 0.1, -0.876306
784, 1194.69, 7696, 1194.69, 1196.4, 1.71008, 1195.54, 1633, 1654, 54493, 23380, 10947641, 0.1, -0.844327
785, 1215.52, 14830, 1168, 1215.52, 47.52, 1191.76, 1629, 1662, 36034, 29580, 10947641, 0.1, -0.809016
786, 1223.28, 14374, 1188.83, 1223.28, 34.4501, 1206.05, 1640, 1666, 40589, 19195, 10947641, 0.1, -0.770513
787, 1198.52, 4627, 1198.52, 1216.67, 18.15, 1207.59, 1657, 1681, 46898, 23205, 10947641, 0.1, -0.728968
788, 1252.87, 8848, 1224.71, 1242.5, 17.79, 1233.6, 1670, 1654, 48606, 16432, 10947641, 0.1, -0.684546
789, 1216.4, 2295, 1220.38, 1229.36, 8.97998, 1224.87, 1679, 1669, 50207, 20414, 10947641, 0.1, -0.637423
790, 1272.77, 8715, 1220.38, 1257.22, 36.84, 1238.8, 1685, 1573, 52460, 17103, 10947641, 0.1, -0.587784
791, 1294.3, 5728, 1289.1, 1291.65, 2.55005, 1290.38, 1694, 1503, 52904, 14565, 10947641, 0.1, -0.535826
792, 1334.07, 6233, 1289.1, 1320.04, 30.9401, 1304.57, 1699, 1486, 34476, 14275, 10947641, 0.1, -0.481753
793, 1298.19, 3755, 1298.19, 1325.5, 27.3101, 1311.84, 1715, 1493, 46763, 26104, 10947641, 0.1, -0.425778
794, 1312.45, 5239, 1312.45, 1325.5, 13.05, 1318.97, 1731, 1498, 38221, 24357, 10947641, 0.1, -0.368123
795, 1325.5, 7473, 1323.53, 1325.5, 1.96997, 1324.52, 1745, 1517, 37195, 27334, 10947641, 0.15, -0.309016
796, 1319.26, 8650, 1279, 1325.5, 46.5, 1302.25, 1736, 1529, 40452, 33624, 10947641, 0.15, -0.248689
797, 1307.98, 5249, 1266.71, 1279.98, 13.27, 1273.34, 1728, 1545, 31576, 41027, 10947641, 0.15, -0.18738
798, 1323.15, 6687, 1304.34, 1323.15, 18.8101, 1313.74, 1740, 1547, 29913, 42804, 10947641, 0.15, -0.125332
799, 1263.68, 6137, 1263.68, 1276.67, 12.99, 1270.18, 1740, 1560, 26531, 46559, 10947641, 0.15, -0.0627891
800, 1327.56, 9225, 1310.35, 1327.36, 17.01, 1318.85, 1742, 1560, 25038, 37882, 16421462, 0.15, 1.39876e-06
801, 1391.17, 24003, 1391.74, 1393.04, 1.30005, 1392.39, 1749, 1455, 29290, 17113, 16421462, 0.15, 0.0627919
802, 1393.04, 6854, 1391.74, 1393.04, 1.30005, 1392.39, 1764, 1473, 34843, 13539, 16421462, 0.15, 0.125335
803, 1391.74, 2935, 1391.74, 1393.04, 1.30005, 1392.39, 1775, 1489, 28907, 23444, 16421462, 0.15, 0.187383
804, 1395.45, 5604, 1394.08, 1394.93, 0.850098, 1394.51, 1784, 1503, 28195, 25833, 16421462, 0.15, 0.248691
805, 1394.93, 1893, 1391.32, 1394.93, 3.61011, 1393.12, 1792, 1518, 31488, 39085, 16421462, 0.15, 0.309018
806, 1389.87, 7616, 1389.87, 1394.93, 5.06006, 1392.4, 1809, 1527, 25934, 34584, 16421462, 0.15, 0.368126
807, 1378.85, 5971, 1378.85, 1394.84, 15.99, 1386.84, 1807, 1539, 24367, 36081, 16421462, 0.15, 0.425781
808, 1411.84, 10781, 1409.91, 1410.57, 0.659912, 1410.24, 1814, 1518, 30006, 28545, 16421462, 0.15, 0.481755
809, 1430.36, 5283, 1415.11, 1422.95, 7.83997, 1419.03, 1826, 1511, 33028, 37253, 16421462, 0.15, 0.535828
810, 1441.36, 11970, 1411.05, 1426.51, 15.46, 1418.78, 1826, 1511, 30746, 32373, 16421462, 0.14, 0.587787
811, 1442.58, 13946, 1411.05, 1439.61, 28.5599, 1425.33, 1830, 1499, 29766, 32936, 16421462, 0.14, 0.637425
812, 1483.43, 13389, 1443.84, 1475.45, 31.61, 1459.65, 1831, 1430, 25658, 31463, 16421462, 0.14, 0.684548
813, 1532.4, 18004, 1491.72, 1523.79, 32.0701, 1507.76, 1839, 1382, 25183, 21337, 16421462, 0.14, 0.72897
814, 1507.16, 6291, 1485.94, 1507.16, 21.2201, 1496.55, 1843, 1391, 30527, 23528, 16421462, 0.14, 0.770514
815, 1502.29, 10310, 1458.01, 1502.29, 44.28, 1480.15, 1835, 1401, 22004, 28939, 16421462, 0.14, 0.809018
816, 1412.9, 6463, 1406.44, 1412.9, 6.46008, 1409.67, 1838, 1411, 26223, 31704, 16421462, 0.14, 0.844329
817, 1457.17, 6239, 1411.56, 1457.17, 45.61, 1434.36, 1847, 1411, 26108, 34380, 16421462, 0.14, 0.876308
818, 1419.2, 3199, 1416.78, 1419.2, 2.41992, 1417.99, 1860, 1426, 22635, 34126, 16421462, 0.14, 0.904828
819, 1478.55, 6908, 1478.55, 1502.29, 23.74, 1490.42, 1869, 1410, 28379, 28172, 16421462, 0.14, 0.929777
820, 1424.31, 4234, 1424.31, 1445.84, 21.5299, 1435.07, 1873, 1426, 28261, 24516, 16421462, 0.14, 0.951057
821, 1445.87, 5690, 1415.45, 1456.54, 41.0901, 1435.99, 1882, 1431, 39193, 22231, 16421462, 0.14, 0.968584
822, 1519.94, 8134, 1506.86, 1521.77, 14.91, 1514.31, 1900, 1417, 42959, 10592, 16421462, 0.14, 0.982288
823, 1537.39, 8422, 1486.76, 1535.09, 48.33, 1510.93, 1902, 1403, 46630, 6079, 16421462, 0.14, 0.992115
824, 1454.05, 9044, 1454.05, 1484.26, 30.21, 1469.16, 1901, 1414, 46817, 5656, 16421462, 0.14, 0.998027
825, 1439.4, 4336, 1434.16, 1439.9, 5.73999, 1437.03, 1906, 1425, 48304, 18078, -16421495, 0.08, 1
826, 1429.14, 9540, 1429.14, 1442.56, 13.42, 1435.85, 1921, 1438, 35022, 17207, -16421495, 0.08, 0.998027
827, 1432.15, 5781, 1419.77, 1443.24, 23.47, 1431.51, 1929, 1431, 37191, 15662, -16421495, 0.08, 0.992114
828, 1446.67, 6870, 1437.17, 1446.67, 9.5, 1441.92, 1936, 1433, 35980, 19231, -16421495, 0.08, 0.982287
829, 1506.57, 11030, 1499.22, 1506.57, 7.34998, 1502.9, 1954, 1429, 38134, 16415, -16421495, 0.08, 0.968583
830, 1475.7, 5525, 1475.7, 1500.98, 25.28, 1488.34, 1966, 1446, 41421, 18657, -16421495, 0.08, 0.951056
831, 1572.34, 18024, 1472.87, 1538.32, 65.45, 1505.59, 1972, 1424, 28534, 8688, -16421495, 0.08, 0.929776
832, 1499.48, 6777, 1499.48, 1514.66, 15.1801, 1507.07, 1989, 1441, 34317, 21873, -16421495, 0.08, 0.904826
833, 1582.45, 14164, 1567.86, 1577.19, 9.32996, 1572.52, 1994, 1347, 38119, 12315, -16421495, 0.08, 0.876306
834, 1526.45, 11063, 1499.48, 1526.45, 26.97, 1512.96, 2006, 1360, 34640, 15563, -16421495, 0.08, 0.844327
835, 1517.7, 4675, 1499.48, 1517.7, 18.22, 1508.59, 2026, 1373, 44854, 20434, -16421495, 0.08, 0.809016
836, 1512.45, 3544, 1512.45, 1517.7, 5.25, 1515.07, 2038, 1388, 48214, 21659, -16421495, 0.08, 0.770512
837, 1496.45, 8049, 1496.45, 1526.85, 30.4, 1511.65, 2053, 1391, 43419, 19359, -16421495, 0.08, 0.728967
838, 1532.74, 3909, 1532.74, 1543.02, 10.28, 1537.88, 2069, 1390, 60588, 17849, -16421495, 0.08, 0.684545
839, 1512.47, 5328, 1512.47, 1554.74, 42.27, 1533.6, 2079, 1392, 58223, 22701, -16421495, 0.08, 0.637422
840, 1519.64, 4251, 1519.64, 1523.19, 3.54993, 1521.42, 2091, 1400, 55742, 23881, -16421495, 0.02, 0.587783
841, 1512.47, 6205, 1512.47, 1531.36, 18.89, 1521.92, 2096, 1398, 55841, 23928, -16421495, 0.02, 0.535825
842, 1544.85, 5079, 1544.85, 1547.86, 3.01001, 1546.35, 2107, 1391, 62074, 14409, -16421495, 0.02, 0.481752
843, 1540.12, 6426, 1540.12, 1560.62, 20.5, 1550.37, 2129, 1396, 71611, 17407, -16421495, 0.02, 0.425777
844, 1576.9, 5350, 1544.33, 1577.09, 32.76, 1560.71, 2133, 1408, 65589, 18682, -16421495, 0.02, 0.368122
845, 1582.7, 6357, 1567.17, 1578.57, 11.3999, 1572.87, 2138, 1411, 58542, 14705, -16421495, 0.02, 0.309015
846, 1565.77, 2565, 1565.77, 1568.47, 2.69995, 1567.12, 2151, 1427, 52316, 17348, -16421495, 0.02, 0.248687
847, 1598.14, 15792, 1513.91, 1593.97, 80.0599, 1553.94, 2135, 1381, 44704, 11680, -16421495, 0.02, 0.187379
848, 1597.08, 3987, 1594.44, 1595.54, 1.1001, 1594.99, 2147, 1387, 28736, 13352, -16421495, 0.02, 0.125331
849, 1628.56, 4468, 1596.69, 1597.35, 0.660034, 1597.02, 2149, 1391, 27549, 12921, -16421495, 0.02, 0.0627879
850, 1614.09, 6805, 1613.26, 1613.77, 0.51001, 1613.52, 2155, 1371, 26129, 10649, 24632242, 0.02, -2.67828e-06
851, 1619.3, 5077, 1598.98, 1615.28, 16.3, 1607.13, 2156, 1383, 24823, 11199, 24632242, 0.02, -0.0627932
852, 1590.28, 3502, 1590.28, 1615.82, 25.5399, 1603.05, 2173, 1394, 26480, 23478, 24632242, 0.02, -0.125336
853, 1635.49, 6178, 1635.74, 1636.37, 0.630005, 1636.05, 2187, 1367, 20085, 22464, 24632242, 0.02, -0.187384
854, 1689.13, 12511, 1671.49, 1686.64, 15.15, 1679.06, 2190, 1330, 20047, 16118, 24632242, 0.02, -0.248693
855, 1686.64, 9410, 1680.66, 1686.64, 5.97998, 1683.65, 2205, 1342, 42451, 13118, 24632242, 0.01, -0.30902
856, 1751.18, 11229, 1743.29, 1744.03, 0.73999, 1743.66, 2219, 1291, 42942, 6312, 24632242, 0.01, -0.368127
857, 1790.62, 8228, 1781.83, 1789.38, 7.55005, 1785.6, 2229, 1254, 42747, 6448, 24632242, 0.01, -0.425782
858, 1903.63, 8165, 1859.56, 1867.15, 7.58997, 1863.35, 2246, 1142, 46090, 5395, 24632242, 0.01, -0.481756
859, 1880.67, 5015, 1881, 1881.24, 0.23999, 1881.12, 2254, 1121, 51696, 9587, 24632242, 0.01, -0.535829
