Time, LastPrice, Volume, BestBid, BestAsk, Spread, Mid, BuyLevels, SellLevels, BuyQty, SellQty, FCF, InterestRate, BusinessCycle
1, 103.91, 1873, 103.91, 104.24, 0.329994, 104.075, 19, 4, 23096, 287, 25000, 0.15, 0.0627905
2, 133.92, 2277, 131.46, 133.92, 2.45999, 132.69, 38, 3, 46485, 230, 25000, 0.15, 0.125333
3, 145.93, 989, 145.84, 145.93, 0.0899963, 145.885, 59, 7, 67722, 762, 25000, 0.15, 0.187381
4, 170.15, 1889, 170.43, 172.18, 1.75, 171.305, 84, 8, 76192, 194, 25000, 0.15, 0.24869
5, 187.34, 635, 187.8, 190.97, 3.17, 189.385, 106, 9, 81760, 327, 25000, 0.15, 0.309017
6, 218.44, 910, 209.28, 229.03, 19.75, 219.155, 126, 3, 84004, 60, 25000, 0.15, 0.368125
7, 218.07, 1491, 221.18, 227.77, 6.59001, 224.475, 139, 5, 87632, 307, 25000, 0.15, 0.425779
8, 225.18, 2157, 225.18, 227.77, 2.59001, 226.475, 145, 13, 86854, 543, 25000, 0.15, 0.481754
9, 229.75, 1137, 229.44, 229.75, 0.309998, 229.595, 166, 17, 89039, 922, 25000, 0.15, 0.535827
10, 235.53, 1455, 230.94, 232.72, 1.78, 231.83, 178, 14, 90271, 989, 25000, 0.15, 0.587785
11, 232.09, 1379, 232.09, 232.71, 0.62001, 232.4, 189, 19, 69254, 645, 25000, 0.15, 0.637424
12, 236.86, 998, 236.86, 237.68, 0.819992, 237.27, 206, 13, 47870, 289, 25000, 0.15, 0.684547
13, 245.77, 576, 245.77, 246.46, 0.690002, 246.115, 223, 17, 31530, 949, 25000, 0.15, 0.728969
14, 245.17, 2435, 244.41, 250.93, 6.51999, 247.67, 229, 23, 25141, 669, 25000, 0.15, 0.770513
15, 251.79, 2102, 252.65, 256.95, 4.30002, 254.8, 241, 11, 27243, 440, 25000, 0.12, 0.809017
16, 254.86, 1652, 252.65, 261.77, 9.12, 257.21, 258, 10, 26705, 1172, 25000, 0.12, 0.844328
17, 262.8, 1114, 262.8, 263.32, 0.52002, 263.06, 278, 15, 29772, 1235, 25000, 0.12, 0.876307
18, 262.13, 1377, 262.13, 263.06, 0.929993, 262.595, 294, 22, 31605, 1114, 25000, 0.12, 0.904827
19, 292.52, 2267, 290.06, 292.27, 2.20999, 291.165, 306, 3, 30340, 150, 25000, 0.12, 0.929776
20, 330.97, 999, 324.04, 324.32, 0.279999, 324.18, 314, 10, 29323, 558, 25000, 0.12, 0.951057
21, 333.99, 2101, 333.99, 334.08, 0.0899963, 334.035, 327, 18, 28307, 541, 25000, 0.12, 0.968583
22, 353.11, 1383, 356.78, -1, -1, 356.78, 343, 0, 28044, 0, 25000, 0.12, 0.982287
23, 408.12, 264, 408.12, 414.48, 6.36002, 411.3, 373, 3, 25821, 96, 25000, 0.12, 0.992115
24, 403.17, 746, 401.75, 403.17, 1.42001, 402.46, 373, 15, 24094, 1190, 25000, 0.12, 0.998027
25, 397.82, 1252, 397.82, 404.21, 6.38998, 401.015, 387, 25, 19841, 1327, -25000, 0.12, 1
26, 408.41, 1193, 400.16, 408.41, 8.25, 404.285, 393, 38, 19205, 1981, -25000, 0.12, 0.998027
27, 406.76, 1315, 406.76, 415.17, 8.41, 410.965, 415, 36, 15463, 1692, -25000, 0.12, 0.992115
28, 424.7, 3015, 424.7, 427.39, 2.69, 426.045, 427, 10, 13928, 823, -25000, 0.12, 0.982287
29, 438.52, 1579, 436.33, 438.52, 2.19, 437.425, 437, 12, 14371, 1150, -25000, 0.12, 0.968583
30, 454.44, 1732, 444.61, 454.69, 10.08, 449.65, 445, 9, 14530, 1099, -25000, 0.06, 0.951056
31, 446.41, 1253, 446.41, 447.56, 1.14999, 446.985, 450, 20, 14995, 1473, -25000, 0.06, 0.929776
32, 446.66, 1133, 442.36, 446.66, 4.30002, 444.51, 470, 17, 14847, 1612, -25000, 0.06, 0.904827
33, 442.61, 1716, 442.36, 442.61, 0.25, 442.485, 476, 16, 13399, 899, -25000, 0.06, 0.876307
34, 511.4, 1915, 484.22, 495.15, 10.93, 489.685, 494, 3, 13782, 35, -25000, 0.06, 0.844328
35, 517.6, 807, 521.71, 530.55, 8.83997, 526.13, 510, 11, 11480, 171, -25000, 0.06, 0.809017
36, 545.16, 995, 542.07, 545.16, 3.08997, 543.615, 511, 9, 10635, 564, -25000, 0.06, 0.770513
37, 562.79, 1308, 555.09, 562.79, 7.69995, 558.94, 520, 12, 9274, 521, -25000, 0.06, 0.728968
38, 562.79, 886, 557.37, 558.11, 0.73999, 557.74, 526, 23, 8451, 478, -25000, 0.06, 0.684547
39, 572.24, 1237, 545.92, 572.24, 26.32, 559.08, 535, 26, 7822, 2310, -25000, 0.06, 0.637424
40, 568.34, 2163, 568.34, 575.67, 7.32996, 572.005, 539, 36, 7515, 1753, -25000, 0.06, 0.587785
41, 586.94, 2879, 586.94, 591, 4.06, 588.97, 550, 19, 7486, 1164, -25000, 0.06, 0.535827
42, 585.38, 1422, 585.38, 589.26, 3.88, 587.32, 562, 22, 6792, 1548, -25000, 0.06, 0.481754
43, 578.11, 1887, 578.11, 591.04, 12.93, 584.575, 568, 34, 6367, 1431, -25000, 0.06, 0.425779
44, 582.78, 1257, 578.05, 582.78, 4.73004, 580.415, 581, 43, 9204, 1909, -25000, 0.06, 0.368124
45, 575.59, 1888, 575.59, 578.52, 2.92999, 577.055, 593, 58, 11398, 2382, -25000, 0.01, 0.309017
46, 590.87, 2159, 579.65, 590.87, 11.22, 585.26, 602, 59, 11055, 2524, -25000, 0.01, 0.24869
47, 580.68, 1864, 580.68, 583.72, 3.03998, 582.2, 601, 62, 10624, 2690, -25000, 0.01, 0.187381
48, 576.76, 1084, 576.76, 579.67, 2.90997, 578.215, 610, 72, 11058, 2983, -25000, 0.01, 0.125333
49, 576.11, 852, 576.11, 578.97, 2.85999, 577.54, 620, 78, 11586, 4695, -25000, 0.01, 0.0627905
50, 585.55, 1448, 585.55, 587.35, 1.79999, 586.45, 636, 93, 12243, 5327, 37500, 0.01, -8.74228e-08
51, 593.66, 1201, 578.86, 593.66, 14.8, 586.26, 649, 98, 12642, 5107, 37500, 0.01, -0.0627906
52, 587.74, 740, 587.74, 592.8, 5.06, 590.27, 662, 110, 12382, 5240, 37500, 0.01, -0.125333
53, 587.18, 875, 587.18, 588.9, 1.72003, 588.04, 661, 120, 12622, 5311, 37500, 0.01, -0.187381
54, 588.27, 1927, 580.87, 588.27, 7.40002, 584.57, 673, 129, 10323, 4943, 37500, 0.01, -0.24869
55, 595.75, 2563, 580.15, 595.75, 15.6, 587.95, 682, 135, 8978, 4492, 37500, 0.01, -0.309017
56, 586.56, 1196, 586.56, 592.47, 5.90997, 589.515, 691, 152, 9091, 4976, 37500, 0.01, -0.368125
57, 606.57, 2470, 601.53, 601.74, 0.209961, 601.635, 695, 117, 9505, 3017, 37500, 0.01, -0.42578
58, 615.89, 2232, 613.81, 615.78, 1.97003, 614.795, 704, 40, 10647, 1367, 37500, 0.01, -0.481754
59, 614.65, 1197, 613.81, 614.65, 0.840027, 614.23, 722, 56, 10042, 2257, 37500, 0.01, -0.535827
60, 629.81, 2875, 629.87, 630.62, 0.75, 630.245, 727, 17, 10932, 873, 37500, 0.02, -0.587785
61, 630.81, 1743, 625.7, 630.81, 5.10999, 628.255, 740, 17, 11197, 742, 37500, 0.02, -0.637424
62, 630.34, 1024, 630.34, 635.74, 5.39996, 633.04, 747, 32, 10617, 2838, 37500, 0.02, -0.684547
63, 662.07, 2148, 623.63, 663.17, 39.54, 643.4, 752, 18, 10351, 1507, 37500, 0.02, -0.728969
64, 668.48, 806, 629.13, 658.24, 29.11, 643.685, 762, 19, 9719, 1836, 37500, 0.02, -0.770513
65, 674.92, 2294, 669.84, 670.48, 0.639954, 670.16, 775, 21, 8707, 824, 37500, 0.02, -0.809017
66, 669.61, 2397, 648.07, 675.5, 27.43, 661.785, 777, 22, 7543, 1680, 37500, 0.02, -0.844328
67, 669.31, 1479, 648.07, 689.5, 41.43, 668.785, 783, 17, 7232, 1557, 37500, 0.02, -0.876307
68, 658.45, 2950, 658.45, 663.07, 4.62, 660.76, 771, 23, 4756, 2570, 37500, 0.02, -0.904827
69, 658.3, 878, 658.3, 661.39, 3.09003, 659.845, 784, 33, 6164, 2987, 37500, 0.02, -0.929777
70, 672.28, 2319, 672.28, 680.66, 8.37994, 676.47, 801, 20, 7219, 1667, 37500, 0.02, -0.951057
71, 694.55, 3154, 677.1, 694.55, 17.45, 685.825, 814, 21, 7998, 1132, 37500, 0.02, -0.968583
72, 714.29, 2474, 714.66, 715.58, 0.920044, 715.12, 824, 16, 9247, 1860, 37500, 0.02, -0.982287
73, 701.55, 1376, 690.11, 705.01, 14.9, 697.56, 833, 29, 9426, 3349, 37500, 0.02, -0.992115
74, 701.4, 3043, 698.46, 706.57, 8.10999, 702.515, 843, 18, 11411, 2156, 37500, 0.02, -0.998027
75, 729.52, 1350, 717.89, 729.52, 11.63, 723.705, 857, 30, 12241, 3188, 37500, 0.08, -1
76, 696.9, 2174, 696.9, 705.89, 8.98999, 701.395, 859, 36, 11301, 3243, 37500, 0.08, -0.998027
77, 718.99, 652, 718.99, 722.7, 3.71002, 720.845, 876, 47, 15816, 4082, 37500, 0.08, -0.992115
78, 717.16, 1484, 717.16, 719.27, 2.11005, 718.215, 889, 60, 16620, 5952, 37500, 0.08, -0.982287
79, 706.95, 1129, 706.95, 709.1, 2.14996, 708.025, 892, 74, 15889, 6430, 37500, 0.08, -0.968583
80, 717.84, 2586, 717.84, 732.01, 14.17, 724.925, 906, 71, 15127, 5118, 37500, 0.08, -0.951056
81, 737.07, 1628, 732.7, 737.07, 4.37, 734.885, 911, 66, 12098, 4440, 37500, 0.08, -0.929776
82, 737.07, 1075, 736.86, 737.07, 0.210022, 736.965, 923, 76, 12424, 5372, 37500, 0.08, -0.904827
83, 741.55, 1505, 741.74, 741.96, 0.220032, 741.85, 926, 80, 11396, 5334, 37500, 0.08, -0.876307
84, 760.47, 2405, 745.36, 755.75, 10.39, 750.555, 928, 52, 11307, 3882, 37500, 0.08, -0.844328
85, 772.38, 1868, 758.82, 765.11, 6.28998, 761.965, 933, 46, 12025, 4366, 37500, 0.08, -0.809017
86, 774.82, 2100, 758.82, 773.55, 14.73, 766.185, 938, 44, 11972, 3425, 37500, 0.08, -0.770513
87, 763.85, 2611, 758.82, 772.78, 13.96, 765.8, 951, 53, 7890, 2826, 37500, 0.08, -0.728968
88, 764.18, 2362, 762.83, 764.18, 1.34998, 763.505, 965, 51, 7887, 2428, 37500, 0.08, -0.684547
89, 763.49, 1557, 758.82, 763.49, 4.66998, 761.155, 979, 43, 8253, 2716, 37500, 0.08, -0.637424
90, 775.75, 737, 767, 776.49, 9.48999, 771.745, 991, 52, 8875, 2851, 37500, 0.14, -0.587785
91, 783.24, 1421, 783.24, 783.5, 0.26001, 783.37, 1006, 50, 10354, 3178, 37500, 0.14, -0.535826
92, 780.68, 1934, 780.68, 787.05, 6.37, 783.865, 1023, 64, 10408, 4741, 37500, 0.14, -0.481753
93, 791.36, 1758, 790.23, 791.36, 1.13, 790.795, 1038, 73, 14014, 3417, 37500, 0.14, -0.425779
94, 782.65, 1730, 782.65, 788.7, 6.04999, 785.675, 1045, 72, 13273, 4530, 37500, 0.14, -0.368124
95, 805.43, 1345, 789.72, 802.09, 12.3701, 795.905, 1058, 73, 12570, 5201, 37500, 0.14, -0.309016
96, 812.35, 2685, 796.77, 812.35, 15.58, 804.56, 1074, 51, 12864, 2276, 37500, 0.14, -0.248689
97, 823.07, 1624, 820.48, 822.73, 2.25, 821.605, 1088, 36, 13059, 1271, 37500, 0.14, -0.187381
98, 946.75, 1381, 948.18, 950.13, 1.95001, 949.155, 1095, 14, 12949, 1544, 37500, 0.14, -0.125333
99, 914.48, 2938, 914.48, 947.53, 33.05, 931.005, 1097, 18, 11026, 2667, 37500, 0.14, -0.0627904
100, 963.16, 2246, 953.41, 965.58, 12.17, 959.495, 1104, 23, 12301, 2114, 56250, 0.14, 1.74846e-07
101, 950.09, 2314, 951.81, 964.87, 13.06, 958.34, 1113, 22, 11062, 1576, 56250, 0.14, 0.0627907
102, 978.88, 1482, 971.4, 978.88, 7.47998, 975.14, 1127, 23, 10185, 1825, 56250, 0.14, 0.125333
103, 1004.47, 1103, 971.4, 1004.47, 33.0699, 987.935, 1148, 18, 8534, 1462, 56250, 0.14, 0.187382
104, 985.64, 1769, 985.64, 998.72, 13.08, 992.18, 1152, 14, 9138, 1097, 56250, 0.14, 0.24869
105, 992.98, 418, 989.65, 998.27, 8.62, 993.96, 1166, 26, 10017, 3287, 56250, 0.15, 0.309017
106, 998.42, 1392, 998.42, 1014.13, 15.71, 1006.28, 1174, 32, 9087, 3004, 56250, 0.15, 0.368125
107, 985.64, 1310, 985.64, 1007.6, 21.96, 996.62, 1179, 37, 8774, 3440, 56250, 0.15, 0.42578
108, 985.41, 1839, 985.41, 1003.31, 17.9, 994.36, 1186, 52, 8503, 3833, 56250, 0.15, 0.481754
109, 975.7, 1198, 975.7, 1004.88, 29.18, 990.29, 1187, 57, 8659, 3769, 56250, 0.15, 0.535827
110, 1044.42, 2534, 1035.33, 1037.94, 2.60999, 1036.64, 1211, 30, 9130, 2372, 56250, 0.15, 0.587786
111, 1059.4, 2003, 1042.12, 1059.4, 17.28, 1050.76, 1228, 25, 10124, 1294, 56250, 0.15, 0.637424
112, 1013.9, 1791, 1010.4, 1013.9, 3.5, 1012.15, 1216, 35, 9035, 1711, 56250, 0.15, 0.684547
113, 991.57, 2120, 991.57, 999.82, 8.25, 995.695, 1215, 41, 7943, 1838, 56250, 0.15, 0.728969
114, 998.99, 2468, 998.99, 1003.71, 4.72003, 1001.35, 1223, 50, 8295, 3789, 56250, 0.15, 0.770514
115, 1038.71, 3420, 1001.77, 1041.74, 39.97, 1021.76, 1235, 47, 8016, 2371, 56250, 0.15, 0.809017
116, 1008.06, 3256, 1008.06, 1012.32, 4.26001, 1010.19, 1247, 43, 9020, 1301, 56250, 0.15, 0.844328
117, 1081.07, 1805, 1070.58, 1080.7, 10.12, 1075.64, 1258, 19, 9214, 542, 56250, 0.15, 0.876307
118, 1092.42, 2147, 1063.23, 1092.42, 29.1901, 1077.82, 1268, 31, 9924, 1821, 56250, 0.15, 0.904827
119, 1100.28, 1529, 1082.8, 1100.28, 17.48, 1091.54, 1273, 25, 10998, 2264, 56250, 0.15, 0.929777
120, 1036.37, 2364, 1036.37, 1054.7, 18.33, 1045.53, 1278, 36, 9271, 2850, 56250, 0.1, 0.951057
121, 1044.71, 1592, 1031.94, 1053.15, 21.2101, 1042.54, 1271, 42, 10908, 3803, 56250, 0.1, 0.968583
122, 1066, 1183, 1066, 1069.67, 3.67004, 1067.83, 1284, 47, 11339, 3892, 56250, 0.1, 0.982287
123, 1070.01, 857, 1069.01, 1070.01, 1, 1069.51, 1291, 66, 10738, 4288, 56250, 0.1, 0.992115
124, 1037.26, 2666, 1037.26, 1050.14, 12.88, 1043.7, 1281, 84, 8250, 5159, 56250, 0.1, 0.998027
125, 1023.82, 1080, 1023.82, 1040.04, 16.22, 1031.93, 1290, 97, 7024, 6487, -56250, 0.1, 1
126, 1035.67, 1910, 1035.67, 1037.13, 1.45996, 1036.4, 1298, 106, 7090, 6957, -56250, 0.1, 0.998027
127, 1035.34, 1309, 1035.34, 1035.87, 0.530029, 1035.6, 1314, 110, 7712, 7183, -56250, 0.1, 0.992115
128, 1027.51, 1851, 1012.94, 1027.51, 14.57, 1020.22, 1327, 120, 9242, 6761, -56250, 0.1, 0.982287
129, 1037.35, 991, 1037.35, 1055.86, 18.51, 1046.6, 1343, 125, 11716, 5710, -56250, 0.1, 0.968583
130, 1071.03, 2722, 1037.35, 1071.03, 33.6801, 1054.19, 1356, 116, 11277, 4646, -56250, 0.1, 0.951056
131, 1083.53, 1753, 1058.8, 1082.03, 23.23, 1070.42, 1372, 97, 10179, 3675, -56250, 0.1, 0.929776
132, 1120.15, 3897, 1088.86, 1095.6, 6.73999, 1092.23, 1384, 74, 8619, 1767, -56250, 0.1, 0.904827
133, 1067.73, 2059, 1067.73, 1094.19, 26.46, 1080.96, 1388, 71, 9809, 1353, -56250, 0.1, 0.876306
134, 1226.58, 2566, 1229.8, 1245.7, 15.8999, 1237.75, 1406, 5, 12261, 322, -56250, 0.1, 0.844328
135, 1220.04, 1484, 1214.63, 1220.04, 5.41003, 1217.33, 1417, 14, 12797, 1723, -56250, 0.04, 0.809017
136, 1187.53, 1516, 1187.53, 1208.2, 20.6699, 1197.86, 1414, 23, 10527, 2110, -56250, 0.04, 0.770513
137, 1227.09, 1761, 1226.82, 1227.09, 0.27002, 1226.95, 1428, 30, 11534, 1536, -56250, 0.04, 0.728968
138, 1175.39, 1693, 1216.63, 1226.34, 9.70996, 1221.48, 1429, 38, 9932, 1692, -56250, 0.04, 0.684547
139, 1248.33, 1405, 1244.37, 1248.33, 3.95996, 1246.35, 1445, 40, 10833, 1741, -56250, 0.04, 0.637423
140, 1242.46, 1773, 1242.46, 1259.13, 16.67, 1250.79, 1459, 35, 11621, 1377, -56250, 0.04, 0.587785
141, 1276.76, 865, 1270.25, 1272.33, 2.07996, 1271.29, 1470, 39, 13006, 2378, -56250, 0.04, 0.535826
142, 1283.43, 2144, 1255.07, 1283.43, 28.3601, 1269.25, 1476, 38, 12823, 2447, -56250, 0.04, 0.481753
143, 1282.48, 2018, 1282.48, 1285.42, 2.94006, 1283.95, 1490, 42, 12347, 2789, -56250, 0.04, 0.425779
144, 1269.02, 2287, 1269.02, 1282.72, 13.7, 1275.87, 1489, 58, 9789, 5756, -56250, 0.04, 0.368124
145, 1304.6, 883, 1269.02, 1293.74, 24.72, 1281.38, 1498, 62, 10125, 6238, -56250, 0.04, 0.309016
146, 1293.91, 1764, 1293.91, 1300.07, 6.15991, 1296.99, 1500, 64, 9694, 5934, -56250, 0.04, 0.248689
147, 1310.72, 961, 1294.6, 1306.71, 12.11, 1300.66, 1511, 69, 9157, 5930, -56250, 0.04, 0.18738
148, 1304.68, 1302, 1304.68, 1306.71, 2.02991, 1305.7, 1520, 79, 9038, 6263, -56250, 0.04, 0.125332
149, 1325.12, 3262, 1325.14, 1325.83, 0.689941, 1325.48, 1529, 59, 7992, 3653, -56250, 0.04, 0.0627896
150, 1322.24, 3070, 1297.49, 1322.24, 24.75, 1309.86, 1536, 45, 5266, 2701, 84375, 0.01, -2.38498e-08
151, 1244.4, 3229, 1244.4, 1255.95, 11.5499, 1250.18, 1503, 56, 2516, 3658, 84375, 0.01, -0.0627906
152, 1215.09, 3290, 1214.43, 1214.78, 0.349976, 1214.6, 1466, 68, 1514, 4200, 84375, 0.01, -0.125333
153, 1201.54, 1580, 1199.18, 1200.11, 0.929932, 1199.65, 1467, 70, 4818, 4794, 84375, 0.01, -0.187381
154, 1202.45, 1709, 1202.45, 1214.78, 12.3301, 1208.61, 1485, 82, 9485, 5198, 84375, 0.01, -0.24869
155, 1233.09, 635, 1232.36, 1233.09, 0.72998, 1232.72, 1503, 96, 11325, 5836, 84375, 0.01, -0.309017
156, 1222.12, 646, 1222.12, 1241.81, 19.6901, 1231.97, 1516, 103, 12702, 5990, 84375, 0.01, -0.368125
157, 1254.78, 1654, 1234.42, 1254.78, 20.36, 1244.6, 1519, 107, 12500, 6251, 84375, 0.01, -0.425779
158, 1266.04, 1945, 1207.57, 1266.04, 58.4701, 1236.8, 1514, 103, 12458, 5499, 84375, 0.01, -0.481754
159, 1220.38, 660, 1226.37, 1237.04, 10.67, 1231.71, 1527, 112, 13450, 6471, 84375, 0.01, -0.535827
160, 1254.08, 1776, 1237.47, 1254.08, 16.61, 1245.77, 1544, 117, 14750, 5049, 84375, 0.01, -0.587785
161, 1214.86, 2441, 1214.86, 1226.09, 11.23, 1220.47, 1546, 119, 13403, 5071, 84375, 0.01, -0.637424
162, 1222.7, 1424, 1222.7, 1243.51, 20.8101, 1233.1, 1557, 131, 13751, 5486, 84375, 0.01, -0.684547
163, 1265.8, 1887, 1259.27, 1265.8, 6.53003, 1262.54, 1572, 142, 11234, 5749, 84375, 0.01, -0.728969
164, 1299.54, 5373, 1295.49, 1297.58, 2.08997, 1296.53, 1581, 93, 6208, 2217, 84375, 0.01, -0.770513
165, 1335.68, 4704, 1343.87, 1344.66, 0.790039, 1344.27, 1584, 65, 6843, 413, 84375, 0.04, -0.809017
166, 1460.24, 2286, 1402.75, 1457.57, 54.8199, 1430.16, 1598, 17, 11201, 230, 84375, 0.04, -0.844328
167, 1554.69, 1473, 1574.93, 1575.76, 0.829956, 1575.34, 1621, 15, 13546, 3245, 84375, 0.04, -0.876307
168, 1541.13, 4130, 1541.13, 1575.76, 34.63, 1558.45, 1628, 30, 12290, 2379, 84375, 0.04, -0.904827
169, 1571.76, 987, 1551.36, 1571.76, 20.4, 1561.56, 1629, 38, 14227, 3278, 84375, 0.04, -0.929777
170, 1612.89, 2733, 1589.52, 1611.41, 21.89, 1600.47, 1643, 26, 14177, 1945, 84375, 0.04, -0.951057
171, 1634.36, 2124, 1610, 1619.69, 9.68994, 1614.84, 1650, 31, 13829, 1359, 84375, 0.04, -0.968583
172, 1665.98, 1558, 1657.72, 1658.55, 0.830078, 1658.14, 1656, 19, 13111, 926, 84375, 0.04, -0.982287
173, 1740.87, 2479, 1712.42, 1730.87, 18.45, 1721.65, 1668, 14, 14208, 631, 84375, 0.04, -0.992115
174, 1791.71, 3490, 1776.91, 1791.71, 14.7999, 1784.31, 1678, 18, 12825, 1464, 84375, 0.04, -0.998027
175, 1797.71, 1959, 1797.71, 1799.01, 1.30005, 1798.36, 1685, 16, 11233, 1428, 84375, 0.04, -1
176, 1847.39, 1865, 1817.67, 1847.39, 29.72, 1832.53, 1704, 15, 8080, 1195, 84375, 0.04, -0.998027
177, 1759.1, 2508, 1759.1, 1786.3, 27.2001, 1772.7, 1694, 28, 6382, 1848, 84375, 0.04, -0.992115
178, 1733.85, 4906, 1733.85, 1766.45, 32.6, 1750.15, 1684, 33, 7710, 2647, 84375, 0.04, -0.982287
179, 1815.14, 1520, 1764.95, 1800.72, 35.77, 1782.83, 1689, 42, 4960, 3033, 84375, 0.04, -0.968583
180, 1803.13, 1860, 1773.88, 1805.16, 31.28, 1789.52, 1685, 50, 4946, 6215, 84375, 0.1, -0.951056
181, 1824.61, 2406, 1768.38, 1824.61, 56.23, 1796.49, 1694, 51, 4987, 7050, 84375, 0.1, -0.929776
182, 1784.25, 1175, 1765.7, 1784.25, 18.55, 1774.97, 1702, 64, 6734, 9643, 84375, 0.1, -0.904827
183, 1781.78, 905, 1781.78, 1784.25, 2.46997, 1783.02, 1720, 79, 8759, 9422, 84375, 0.1, -0.876306
184, 1824.27, 3396, 1741.82, 1824.27, 82.4501, 1783.04, 1720, 71, 8279, 8061, 84375, 0.1, -0.844327
185, 1740.65, 382, 1747.16, 1747.24, 0.0799561, 1747.2, 1730, 88, 9371, 8930, 84375, 0.1, -0.809016
186, 1779.48, 1506, 1735.36, 1770.37, 35.01, 1752.86, 1737, 98, 9720, 9488, 84375, 0.1, -0.770513
187, 1728.83, 1915, 1728.83, 1746.1, 17.27, 1737.46, 1742, 109, 10021, 9316, 84375, 0.1, -0.728968
188, 1785.84, 1106, 1785.29, 1785.84, 0.549927, 1785.56, 1752, 114, 9872, 9623, 84375, 0.1, -0.684546
189, 1796.59, 1457, 1765.85, 1813.54, 47.6901, 1789.7, 1763, 94, 10953, 8432, 84375, 0.1, -0.637423
190, 1793.18, 2786, 1793.18, 1824.05, 30.87, 1808.61, 1784, 97, 13643, 4804, 84375, 0.1, -0.587784
191, 1854.33, 2241, 1825.66, 1838.04, 12.38, 1831.85, 1790, 85, 14344, 2823, 84375, 0.1, -0.535826
192, 1851.17, 1713, 1825.66, 1844.84, 19.1799, 1835.25, 1792, 87, 12456, 2441, 84375, 0.1, -0.481753
193, 1811.74, 1844, 1811.74, 1845.91, 34.17, 1828.82, 1808, 96, 14040, 5840, 84375, 0.1, -0.425779
194, 1866.35, 969, 1817.72, 1851, 33.28, 1834.36, 1809, 97, 14011, 5702, 84375, 0.1, -0.368124
195, 1901.35, 1955, 1852.62, 1898.68, 46.0601, 1875.65, 1816, 53, 13274, 5474, 84375, 0.15, -0.309017
196, 1865.08, 829, 1865.08, 1869.16, 4.08008, 1867.12, 1825, 67, 13784, 5639, 84375, 0.15, -0.24869
197, 1826.71, 2602, 1826.71, 1884.63, 57.92, 1855.67, 1826, 78, 13808, 5512, 84375, 0.15, -0.187381
198, 1911.32, 1580, 1859.1, 1902.04, 42.9401, 1880.57, 1828, 83, 11948, 5974, 84375, 0.15, -0.125333
199, 1810.07, 1854, 1810.07, 1902.04, 91.9701, 1856.05, 1822, 96, 9688, 7185, 84375, 0.15, -0.0627902
200, 1896.19, 1382, 1896.19, 1900.69, 4.5, 1898.44, 1829, 105, 6987, 7542, 126563, 0.15, 3.49691e-07
201, 1895.78, 1226, 1895.78, 1897.06, 1.28003, 1896.42, 1838, 117, 7934, 7852, 126563, 0.15, 0.0627909
202, 1921.45, 1198, 1887.91, 1903.49, 15.58, 1895.7, 1853, 126, 8103, 9208, 126563, 0.15, 0.125334
203, 1905.04, 966, 1894.27, 1905.04, 10.77, 1899.66, 1868, 136, 6976, 9551, 126563, 0.15, 0.187382
204, 1912.09, 1248, 1903.42, 1909.89, 6.46997, 1906.66, 1880, 141, 6474, 9206, 126563, 0.15, 0.24869
205, 1951.71, 1973, 1895.35, 1918.83, 23.48, 1907.09, 1890, 139, 6721, 8238, 126563, 0.15, 0.309017
206, 1926.37, 1256, 1912.23, 1924.31, 12.0801, 1918.27, 1906, 145, 7066, 8494, 126563, 0.15, 0.368125
207, 1913.45, 887, 1907.5, 1913.45, 5.94995, 1910.47, 1916, 151, 6458, 7676, 126563, 0.15, 0.42578
208, 1903.22, 1117, 1911.16, 1924.92, 13.76, 1918.04, 1921, 164, 6828, 7807, 126563, 0.15, 0.481754
209, 1977.54, 4138, 1922.12, 1952.17, 30.05, 1937.15, 1927, 118, 8509, 5191, 126563, 0.15, 0.535827
210, 1954.93, 1085, 1931.08, 1954.93, 23.8501, 1943.01, 1932, 128, 9590, 6171, 126563, 0.14, 0.587786
211, 1964.03, 1641, 1933.59, 1960.28, 26.6901, 1946.94, 1936, 123, 8925, 5677, 126563, 0.14, 0.637424
212, 1991.42, 3329, 1960.35, 1990.42, 30.0701, 1975.39, 1947, 83, 9417, 3584, 126563, 0.14, 0.684548
213, 1929.96, 1262, 1932.7, 1933.91, 1.21008, 1933.3, 1954, 99, 8686, 4798, 126563, 0.14, 0.728969
214, 1934.39, 2476, 1903.35, 1934.39, 31.04, 1918.87, 1951, 101, 6773, 5098, 126563, 0.14, 0.770514
215, 1924.39, 1794, 1903.65, 1949.75, 46.1, 1926.7, 1964, 102, 9866, 3888, 126563, 0.14, 0.809017
216, 1902.77, 1021, 1900.82, 1902.77, 1.95007, 1901.79, 1973, 120, 10243, 6068, 126563, 0.14, 0.844328
217, 1900.82, 930, 1913.54, 1923.25, 9.70996, 1918.4, 1990, 129, 10297, 7298, 126563, 0.14, 0.876307
218, 1865.85, 3426, 1881.76, 1927.59, 45.83, 1904.68, 1977, 132, 9171, 7262, 126563, 0.14, 0.904827
219, 1853.35, 2962, 1868.96, 1870.5, 1.54004, 1869.73, 1960, 145, 9027, 7865, 126563, 0.14, 0.929777
220, 1868.13, 836, 1868.85, 1872.62, 3.77002, 1870.73, 1971, 149, 9866, 8409, 126563, 0.14, 0.951057
221, 1825.5, 1767, 1855.43, 1883.97, 28.5399, 1869.7, 1959, 148, 10309, 7629, 126563, 0.14, 0.968583
