Time, AgentID, Side, Price, Qty, GrowthRate, Behaviour, Horizon, Cash, Shares, MktPrice
1, 60, 1, 103.67, 15, 183, 1, 9, 0, 78, 100
1, 76, 0, 100.46, 793, -113, 1, 8, 111416, 0, 100
1, 71, 0, 98.67, 3709, -183, 1, 2, 572870, 0, 100
1, 6, 0, 103.76, 5104, 4, 0, 4, 953892, 0, 100
1, 28, 1, 99.3, 8, 22, 0, 7, 0, 9, 103.67
1, 36, 1, 98.18, 6, 10, 0, 9, 0, 25, 100.46
1, 92, 1, 98.09, 171, 101, 1, 3, 0, 552, 100.46
1, 54, 0, 95.77, 3461, 158, 1, 2, 931781, 0, 100.46
1, 81, 0, 99.2, 108, -184, 1, 5, 45957, 0, 100.46
1, 67, 1, 104.86, 187, -170, 1, 7, 0, 309, 100.46
1, 95, 1, 101.38, 21, -172, 1, 7, 0, 57, 100.46
1, 15, 1, 105.48, 86, 0, 0, 7, 0, 147, 100.46
1, 96, 0, 98.64, 231, -145, 1, 4, 34956, 0, 100.46
1, 35, 1, 99.48, 124, 11, 0, 6, 0, 563, 100.46
1, 74, 1, 95.48, 28, 110, 1, 4, 0, 36, 100.46
1, 23, 1, 100.37, 34, -34, 0, 2, 0, 37, 100.46
1, 19, 0, 98.2, 1970, -8, 0, 9, 459217, 0, 100.46
1, 40, 0, 96.64, 78, 6, 0, 8, 8213, 0, 100.46
1, 14, 0, 97.85, 66, -15, 0, 5, 71448.8, 0, 100.46
1, 64, 0, 101.46, 36, 197, 1, 5, 13182.2, 0, 100.46
1, 50, 0, 101.42, 660, -163, 1, 2, 977862, 0, 101.38
1, 37, 0, 102.46, 1608, -3, 0, 2, 653558, 0, 101.38
1, 9, 1, 103.05, 77, -7, 0, 3, 0, 197, 101.38
1, 30, 0, 102.72, 1135, 25, 0, 4, 845767, 0, 101.38
1, 72, 1, 102.36, 312, -159, 1, 7, 0, 433, 101.38
1, 22, 1, 98.86, 29, -9, 0, 9, 0, 140, 102.72
1, 26, 0, 97.64, 343, 3, 0, 5, 171936, 0, 102.72
1, 90, 0, 103.17, 1093, -109, 1, 9, 407710, 0, 102.72
1, 44, 0, 99.42, 63, -1, 0, 6, 17387, 0, 103.05
1, 84, 1, 106.8, 63, 184, 1, 2, 0, 172, 103.05
1, 3, 0, 98.34, 196, -8, 0, 5, 248624, 0, 103.05
1, 10, 1, 99.65, 125, -10, 0, 5, 0, 278, 103.05
1, 27, 1, 102.67, 187, 28, 0, 9, 0, 234, 102.72
1, 42, 1, 106.03, 65, -2, 0, 5, 0, 74, 102.72
1, 89, 0, 106.14, 133, -139, 1, 8, 23837, 0, 102.72
1, 94, 1, 102.82, 62, 159, 1, 7, 0, 65, 104.86
1, 38, 1, 109.93, 151, -7, 0, 3, 0, 764, 104.86
1, 43, 1, 100.19, 28, 3, 0, 2, 0, 443, 104.86
1, 29, 1, 101.85, 9, -9, 0, 3, 0, 200, 102.72
1, 18, 0, 104.58, 900, 3, 0, 9, 111225, 0, 102.72
1, 68, 1, 101.97, 260, -195, 1, 8, 0, 356, 102.82
1, 16, 0, 101.96, 29, -2, 0, 8, 4110, 0, 102.72
1, 55, 0, 99.08, 158, 147, 1, 3, 20380, 0, 102.72
1, 99, 0, 105.38, 600, -145, 1, 7, 149244, 0, 102.72
1, 73, 0, 103.91, 260, -160, 1, 8, 271350, 0, 104.86
1, 93, 1, 100.15, 15, -126, 1, 10, 0, 55, 104.86
1, 20, 0, 106.31, 4034, -3, 0, 5, 463726, 0, 103.91
1, 91, 1, 111.28, 23, 100, 1, 3, 0, 49, 106.03
1, 79, 1, 103.16, 23, -158, 1, 10, 0, 41, 106.03
1, 47, 0, 100.48, 2651, 2, 0, 2, 280819, 0, 103.91
1, 12, 1, 101.18, 1, 10, 0, 8, 0, 176, 103.91
1, 21, 0, 100.76, 6937, 3, 0, 8, 926785, 0, 103.91
1, 56, 1, 104.24, 50, 172, 1, 6, 0, 475, 103.91
2, 81, 0, 105.42, 123, -184, 1, 5, 35243.4, 0, 103.91
2, 76, 1, 107.35, 169, -113, 1, 8, 32443, 371, 104.24
2, 39, 1, 99.41, 1, 10, 0, 6, 0, 3, 104.24
2, 32, 1, 106.11, 19, -17, 0, 4, 0, 42, 103.91
2, 29, 1, 103.91, 42, -9, 0, 3, 924.48, 191, 103.91
2, 30, 1, 104.78, 289, 25, 0, 4, 730071, 950, 103.91
2, 6, 1, 101.26, 13, 4, 0, 4, 425859, 15, 103.91
2, 63, 0, 99.01, 323, -155, 1, 4, 34849.6, 0, 103.91
2, 36, 1, 108.34, 16, 10, 0, 9, 602.76, 19, 103.91
2, 28, 0, 104.96, 3, 22, 0, 7, 803.68, 1, 103.91
2, 71, 0, 108.58, 1690, -183, 1, 2, 206903, 0, 104.78
2, 92, 1, 113.59, 302, 101, 1, 3, 17178.7, 381, 108.34
2, 14, 0, 104.87, 97, -15, 0, 5, 64990.7, 0, 108.34
2, 7, 0, 113.33, 231, -18, 0, 3, 214066, 0, 108.34
2, 58, 0, 113.39, 731, 118, 1, 4, 345423, 0, 111.28
2, 89, 0, 108.56, 83, -139, 1, 8, 9890.62, 133, 111.28
2, 59, 0, 107.04, 4758, 158, 1, 3, 749122, 0, 111.28
2, 60, 1, 111.5, 49, 183, 1, 9, 1555.05, 63, 111.28
2, 97, 1, 109.59, 526, 190, 1, 2, 0, 613, 113.39
2, 93, 0, 116.08, 11, -126, 1, 10, 1558.65, 40, 113.39
2, 53, 0, 112.5, 257, 187, 1, 3, 315059, 0, 113.59
2, 47, 0, 114.81, 119, 2, 0, 2, 14446.5, 0, 113.59
2, 83, 0, 118.38, 2900, 159, 1, 5, 417740, 0, 113.59
2, 84, 1, 117.13, 107, 184, 1, 2, 6728.4, 109, 113.59
2, 44, 0, 109.59, 88, -1, 0, 6, 11123.5, 0, 113.59
2, 34, 1, 112.16, 81, 15, 0, 7, 0, 125, 113.59
2, 90, 1, 111.37, 42, -109, 1, 9, 302898, 77, 113.39
2, 8, 0, 114.35, 1087, 20, 0, 10, 410841, 0, 113.39
2, 49, 0, 115.47, 3403, 3, 0, 8, 501361, 0, 113.39
2, 1, 1, 111.96, 58, 4, 0, 3, 0, 100, 113.39
2, 35, 0, 119.09, 80, 11, 0, 6, 12457, 439, 115.47
2, 98, 0, 118.09, 76, -111, 1, 3, 13850, 0, 117.13
2, 45, 0, 121.88, 248, 0, 0, 2, 46759, 0, 117.13
2, 68, 1, 119.39, 6, -195, 1, 8, 26707.2, 96, 117.13
2, 27, 0, 127.55, 19, 28, 0, 9, 19208.6, 47, 121.88
2, 11, 1, 116.85, 7, 21, 0, 7, 0, 11, 121.88
2, 67, 1, 126.12, 113, -170, 1, 7, 19608.8, 122, 127.55
2, 16, 0, 131.65, 5, -2, 0, 8, 1153.16, 0, 127.55
2, 61, 1, 127.44, 110, 171, 1, 3, 0, 123, 127.55
2, 56, 1, 137.99, 7, 172, 1, 6, 5212, 425, 131.65
2, 52, 0, 127.56, 1346, -159, 1, 6, 217817, 0, 131.65
2, 99, 1, 133.92, 50, -145, 1, 7, 91734.6, 54, 131.65
2, 12, 1, 126.19, 109, 10, 0, 8, 103.91, 175, 131.65
2, 51, 0, 131.46, 2131, -157, 1, 9, 331585, 0, 127.56
2, 50, 0, 128.92, 4265, -163, 1, 2, 910925, 0, 127.56
2, 19, 0, 131.34, 1449, -8, 0, 9, 265763, 0, 127.56
2, 86, 0, 130.19, 38, -152, 1, 7, 113307, 0, 127.56
2, 65, 0, 122.75, 3857, 146, 1, 3, 789986, 0, 127.56
2, 88, 1, 123.16, 70, 197, 1, 5, 0, 76, 127.56
2, 64, 0, 128.58, 78, 197, 1, 5, 11662, 21, 131.46
2, 79, 1, 132.64, 5, -158, 1, 10, 2389.93, 18, 131.46
2, 42, 0, 129.18, 40, -2, 0, 5, 6891.95, 9, 131.46
2, 82, 1, 135.22, 175, -183, 1, 8, 0, 260, 131.46
2, 43, 1, 127.47, 42, 3, 0, 2, 2876.16, 415, 131.46
2, 18, 0, 130.79, 167, 3, 0, 9, 23696.1, 62, 131.46
2, 91, 1, 130.94, 18, 100, 1, 3, 2559.44, 26, 131.46
2, 55, 0, 134.88, 7, 147, 1, 3, 4725.36, 0, 131.46
3, 34, 0, 131.88, 2, 15, 0, 7, 9184.59, 44, 133.92
3, 45, 0, 140.3, 45, 0, 0, 2, 16547.7, 6, 133.92
3, 82, 1, 136.47, 13, -183, 1, 8, 0, 85, 133.92
3, 24, 1, 128.86, 81, 3, 0, 4, 0, 82, 133.92
3, 56, 1, 136.59, 195, 172, 1, 6, 5212, 418, 131.46
3, 70, 0, 135.33, 747, -116, 1, 7, 203130, 0, 131.46
3, 4, 0, 130.17, 2920, -4, 0, 3, 853638, 0, 135.22
3, 49, 0, 136.72, 268, 3, 0, 8, 108620, 58, 135.22
3, 98, 0, 130.69, 10, -111, 1, 3, 8089.51, 27, 136.59
3, 91, 1, 136.09, 5, 100, 1, 3, 4925.72, 8, 136.59
3, 36, 1, 138.21, 1, 10, 0, 9, 2336.2, 3, 136.59
3, 43, 1, 136.55, 6, 3, 0, 2, 8397.48, 373, 136.59
3, 19, 0, 130.13, 144, -8, 0, 9, 75451.3, 0, 136.59
3, 69, 0, 132.1, 12489, -147, 1, 5, 1.99214e+06, 0, 136.59
3, 0, 1, 139.74, 114, 15, 0, 8, 0, 174, 136.59
3, 68, 0, 139.71, 49, -195, 1, 8, 27438.5, 90, 136.59
3, 64, 0, 138.42, 10, 197, 1, 5, 1632.79, 21, 138.21
3, 38, 0, 143.55, 20, -7, 0, 3, 16599.4, 613, 138.21
3, 80, 1, 136.41, 105, -100, 1, 8, 0, 182, 139.74
3, 90, 0, 136.67, 735, -109, 1, 9, 307660, 35, 138.42
3, 53, 0, 141.46, 1985, 187, 1, 3, 286146, 0, 138.42
3, 55, 1, 133.81, 2, 147, 1, 3, 4468.72, 7, 139.74
3, 30, 0, 140.6, 828, 25, 0, 4, 760352, 661, 136.67
3, 51, 0, 134.71, 350, -157, 1, 9, 52407.1, 209, 136.67
3, 63, 0, 141.72, 17, -155, 1, 4, 2869.36, 0, 136.67
3, 47, 1, 134.35, 69, 2, 0, 2, 929.301, 119, 136.67
3, 23, 1, 141.93, 3, -34, 0, 2, 3415.64, 3, 140.6
3, 59, 0, 133.6, 1034, 158, 1, 3, 239826, 0, 140.6
3, 33, 1, 139.32, 10, 24, 0, 7, 0, 87, 140.6
3, 1, 0, 138.97, 40, 4, 0, 3, 6697.26, 42, 140.6
3, 93, 0, 145.76, 2, -126, 1, 10, 309.16, 51, 140.6
3, 9, 0, 137.7, 33, -7, 0, 3, 7934.85, 120, 141.93
3, 29, 1, 135.38, 99, -9, 0, 3, 5288.7, 149, 141.93
3, 40, 0, 142.1, 3, 6, 0, 8, 675.08, 0, 140.6
3, 58, 1, 145.93, 156, 118, 1, 4, 264811, 698, 141.93
3, 52, 1, 136.11, 104, -159, 1, 6, 46270.6, 109, 141.93
3, 85, 1, 146.46, 87, -173, 1, 2, 0, 120, 140.6
3, 94, 0, 140.8, 14, 159, 1, 7, 6374.84, 3, 140.6
3, 12, 0, 145.04, 8, 10, 0, 8, 14008, 66, 140.6
3, 66, 1, 142.1, 92, 112, 1, 9, 0, 424, 140.6
3, 92, 1, 147.96, 46, 101, 1, 3, 51482.8, 79, 145.04
3, 84, 0, 141.79, 99, 184, 1, 2, 19261.3, 2, 145.04
3, 62, 0, 145.84, 892, -104, 1, 2, 260901, 0, 145.04
3, 96, 0, 147.89, 30, -145, 1, 4, 12170.2, 0, 145.04
3, 60, 0, 140.19, 30, 183, 1, 9, 7111.16, 14, 145.93
3, 44, 0, 148.56, 9, -1, 0, 6, 1479.62, 0, 145.93
3, 42, 1, 152.27, 1, -2, 0, 5, 1724.75, 9, 145.93
3, 83, 1, 148.32, 159, 159, 1, 5, 95623.2, 172, 145.93
3, 97, 0, 144.64, 88, 190, 1, 2, 59643.1, 87, 145.93
3, 22, 0, 140.23, 15, -9, 0, 9, 2978.88, 111, 145.93
3, 28, 1, 152.73, 4, 22, 0, 7, 489.34, 4, 145.93
3, 11, 0, 141.42, 2, 21, 0, 7, 892.85, 4, 145.93
3, 15, 0, 139.74, 52, 0, 0, 7, 9071.28, 61, 145.93
3, 71, 1, 148.89, 348, -183, 1, 2, 84905.6, 553, 145.93
3, 46, 0, 139.6, 296, 2, 0, 5, 146780, 0, 145.93
3, 73, 0, 145.57, 627, -160, 1, 8, 244449, 95, 145.93
3, 6, 0, 139.99, 885, 4, 0, 4, 427210, 2, 145.93
4, 6, 0, 151.62, 1370, 4, 0, 4, 303318, 2, 145.93
4, 44, 0, 142.21, 1, -1, 0, 6, 166.25, 9, 148.89
4, 5, 1, 146.27, 406, 18, 0, 10, 0, 530, 148.89
4, 61, 1, 146.86, 1, 171, 1, 3, 658.25, 18, 148.89
4, 51, 1, 149.49, 39, -157, 1, 9, 5258.56, 209, 148.89
4, 72, 1, 150.75, 4, -159, 1, 7, 32048.6, 121, 148.89
4, 70, 0, 144.81, 349, -116, 1, 7, 126150, 178, 148.89
4, 54, 0, 154.77, 3256, 158, 1, 2, 600321, 0, 148.89
4, 83, 0, 152.41, 36, 159, 1, 5, 119206, 13, 152.73
4, 40, 0, 145.62, 2, 6, 0, 8, 391.05, 1, 152.73
4, 37, 0, 160.27, 1447, -3, 0, 2, 488802, 0, 152.73
4, 88, 1, 148.08, 4, 197, 1, 5, 9202.2, 6, 152.73
4, 74, 0, 160.88, 14, 110, 1, 4, 2812.88, 8, 160.27
4, 78, 1, 155.73, 96, -174, 1, 6, 0, 223, 160.27
4, 46, 0, 165.48, 185, 2, 0, 5, 105458, 0, 160.27
4, 52, 0, 164.74, 79, -159, 1, 6, 60893, 5, 160.27
4, 56, 0, 165.87, 26, 172, 1, 6, 32813, 223, 160.27
4, 23, 0, 163.14, 5, -34, 0, 2, 3841.43, 0, 160.27
4, 30, 0, 153.86, 1393, 25, 0, 4, 645257, 926, 160.27
4, 11, 1, 163.83, 2, 21, 0, 7, 610.01, 4, 160.27
4, 18, 0, 167.41, 3, 3, 0, 9, 1854.15, 62, 165.87
4, 63, 0, 173.47, 2, -155, 1, 4, 585.413, 17, 165.87
4, 58, 0, 166.69, 1263, 118, 1, 4, 287576, 542, 165.87
4, 86, 0, 160.32, 296, -152, 1, 7, 108360, 0, 165.87
4, 76, 0, 163.56, 255, -113, 1, 8, 50585.1, 202, 165.87
4, 50, 0, 167.7, 974, -163, 1, 2, 361081, 0, 165.87
4, 97, 0, 157.91, 13, 190, 1, 2, 46914.8, 87, 165.87
4, 12, 1, 159.9, 24, 10, 0, 8, 12871.1, 74, 165.87
4, 79, 0, 169.3, 13, -158, 1, 10, 3053.13, 13, 167.7
4, 82, 1, 172.39, 42, -183, 1, 8, 25437.6, 72, 167.7
4, 41, 1, 163.99, 343, -19, 0, 10, 0, 393, 167.7
4, 99, 0, 166.7, 182, -145, 1, 7, 98430.6, 4, 167.7
4, 35, 0, 175.87, 10, 11, 0, 6, 3086.64, 519, 167.7
4, 95, 0, 170.44, 7, -172, 1, 7, 2128.98, 36, 172.39
4, 33, 0, 170.97, 4, 24, 0, 7, 1406, 77, 172.39
4, 49, 1, 179.17, 159, 3, 0, 8, 100446, 266, 172.39
4, 20, 0, 177.17, 96, -3, 0, 5, 51013.8, 151, 172.39
4, 96, 1, 178.24, 11, -145, 1, 4, 7792.26, 30, 172.39
4, 10, 1, 166.54, 62, -10, 0, 5, 12840, 153, 172.39
4, 36, 0, 173.38, 1, 10, 0, 9, 2474.41, 2, 167.7
4, 62, 0, 173.91, 60, -104, 1, 2, 130812, 0, 167.7
4, 29, 1, 176, 26, -9, 0, 3, 19208.1, 50, 167.7
4, 87, 1, 168.72, 52, -151, 1, 7, 0, 118, 167.7
4, 81, 1, 179.77, 4, -184, 1, 5, 27606.7, 50, 173.91
4, 47, 1, 174.49, 8, 2, 0, 2, 10649.7, 67, 173.91
4, 68, 1, 175.42, 4, -195, 1, 8, 23297.8, 109, 173.91
4, 43, 0, 182.3, 27, 3, 0, 2, 9216.78, 367, 173.91
4, 28, 0, 169.28, 5, 22, 0, 7, 1100.26, 0, 176
4, 84, 0, 184.27, 3, 184, 1, 2, 5224.1, 2, 176
4, 92, 0, 169.28, 274, 101, 1, 3, 58289, 33, 176
4, 34, 0, 170.15, 47, 15, 0, 7, 8926.87, 46, 176
4, 16, 1, 179.13, 1, -2, 0, 8, 515.96, 5, 176
4, 60, 1, 180.51, 4, 183, 1, 9, 2905.46, 14, 176
4, 0, 1, 168.33, 16, 15, 0, 8, 15930.4, 60, 176
4, 90, 0, 165.88, 1230, -109, 1, 9, 207214, 37, 170.15
4, 24, 1, 170.93, 1, 3, 0, 4, 10649.1, 3, 170.15
4, 65, 0, 175.54, 364, 146, 1, 3, 316539, 0, 170.15
4, 25, 0, 166.12, 183, 6, 0, 3, 91853, 0, 170.93
4, 1, 0, 168.42, 4, 4, 0, 3, 1138.46, 42, 170.93
4, 14, 0, 162.46, 45, -15, 0, 5, 54818.3, 0, 170.93
4, 2, 0, 167.91, 656, 2, 0, 7, 362296, 0, 170.93
4, 22, 1, 165.71, 5, -9, 0, 9, 875.43, 111, 170.93
4, 91, 1, 176.93, 3, 100, 1, 3, 5606.17, 3, 170.15
4, 15, 1, 172.18, 4, 0, 0, 7, 1804.8, 61, 170.15
4, 94, 0, 170.43, 20, 159, 1, 7, 4403.64, 3, 170.15
5, 73, 0, 168.69, 519, -160, 1, 8, 153176, 95, 170.15
5, 53, 0, 173.25, 95, 187, 1, 3, 18807.3, 94, 170.15
5, 76, 0, 166.61, 47, -113, 1, 8, 8877.32, 202, 172.18
5, 86, 0, 172.06, 213, -152, 1, 7, 60905.1, 0, 172.18
5, 34, 1, 167.1, 43, 15, 0, 7, 964.76, 58, 172.18
5, 50, 1, 169.01, 45, -163, 1, 2, 199196, 403, 172.06
5, 13, 0, 179.92, 4232, 9, 0, 8, 1.18366e+06, 0, 172.06
5, 54, 1, 173.44, 26, 158, 1, 2, 170502, 455, 179.77
5, 62, 0, 187.49, 235, -104, 1, 2, 120692, 60, 179.77
5, 33, 0, 176.81, 3, 24, 0, 7, 739.84, 81, 180.51
5, 78, 0, 186.25, 49, -174, 1, 6, 15394.5, 141, 180.51
5, 0, 0, 182.7, 68, 15, 0, 8, 18686.1, 53, 180.51
5, 37, 1, 172.19, 47, -3, 0, 2, 257313, 86, 180.51
5, 39, 1, 192.96, 2, 10, 0, 6, 103.91, 2, 186.25
5, 15, 0, 183.37, 2, 0, 0, 7, 2493.52, 57, 186.25
5, 69, 0, 187.34, 487, -147, 1, 5, 342338, 0, 186.25
5, 79, 0, 185.12, 2, -158, 1, 10, 921.26, 26, 186.25
5, 2, 0, 186.91, 105, 2, 0, 7, 252148, 0, 186.25
5, 85, 1, 178.83, 15, -173, 1, 2, 12742, 33, 186.25
5, 67, 0, 179.42, 41, -170, 1, 7, 21139.4, 21, 187.34
5, 27, 0, 180.6, 12, 28, 0, 9, 16877.3, 66, 187.34
5, 25, 0, 189.07, 154, 6, 0, 3, 61453, 0, 187.34
5, 99, 0, 186.95, 246, -145, 1, 7, 68091.2, 4, 187.34
5, 57, 1, 193.57, 109, 177, 1, 5, 0, 323, 187.34
5, 52, 1, 190.97, 5, -159, 1, 6, 47878.5, 5, 187.34
5, 77, 1, 183.56, 25, 113, 1, 9, 0, 26, 187.34
5, 5, 1, 186.41, 77, 18, 0, 10, 59385.6, 124, 189.07
5, 91, 0, 190.95, 16, 100, 1, 3, 6136.96, 0, 189.07
5, 1, 0, 197.46, 1, 4, 0, 3, 464.78, 42, 189.07
5, 7, 1, 181.7, 141, -18, 0, 3, 208167, 174, 190.97
5, 98, 1, 196.41, 13, -111, 1, 3, 6782.61, 27, 187.34
5, 58, 0, 178.73, 361, 118, 1, 4, 77046.3, 542, 187.34
5, 45, 1, 192.58, 9, 0, 0, 2, 10521.3, 51, 187.34
5, 6, 1, 192.08, 112, 4, 0, 4, 213133, 759, 187.34
5, 35, 0, 183.32, 6, 11, 0, 6, 1362.74, 529, 187.34
5, 65, 0, 186.41, 904, 146, 1, 3, 252823, 1, 187.34
5, 95, 0, 187.59, 5, -172, 1, 7, 963.2, 43, 187.34
5, 82, 1, 196.51, 30, -183, 1, 8, 32678, 30, 187.34
5, 24, 0, 185.28, 36, 3, 0, 4, 10820, 2, 187.34
5, 81, 1, 195.99, 1, -184, 1, 5, 28325.8, 46, 187.34
5, 11, 1, 186.24, 1, 21, 0, 7, 941.75, 2, 187.34
5, 55, 0, 181.66, 18, 147, 1, 3, 4742.06, 5, 187.59
5, 10, 1, 195.06, 47, -10, 0, 5, 23269.7, 102, 187.59
5, 75, 0, 182.84, 2543, -141, 1, 2, 701418, 0, 187.59
5, 93, 1, 180.27, 20, -126, 1, 10, 25.3, 53, 187.59
5, 68, 0, 187.78, 61, -195, 1, 8, 23999.5, 105, 187.34
5, 36, 0, 187.8, 7, 10, 0, 9, 2306.08, 3, 187.34
5, 14, 0, 184.43, 77, -15, 0, 5, 47507.6, 0, 187.34
6, 88, 0, 182.27, 48, 197, 1, 5, 9843.28, 2, 187.34
6, 46, 0, 191.26, 199, 2, 0, 5, 74844.6, 0, 187.34
6, 80, 0, 196.88, 4, -100, 1, 8, 1384.2, 87, 190.97
6, 13, 0, 191.27, 46, 9, 0, 8, 455886, 186, 192.08
6, 45, 0, 191.81, 6, 0, 0, 2, 10521.3, 42, 192.08
6, 91, 0, 190.99, 13, 100, 1, 3, 3229.76, 16, 192.08
6, 15, 0, 200.91, 7, 0, 0, 7, 2126.78, 57, 192.08
6, 17, 0, 194.64, 492, -6, 0, 9, 631182, 0, 192.08
6, 42, 1, 198.99, 2, -2, 0, 5, 1877.02, 8, 193.57
6, 16, 1, 186.18, 4, -2, 0, 8, 695.09, 4, 193.57
6, 53, 0, 185.57, 11, 187, 1, 3, 3045.84, 98, 191.81
6, 51, 0, 186.6, 23, -157, 1, 9, 11088.7, 170, 191.81
6, 40, 1, 195.42, 1, 6, 0, 8, 99.8101, 1, 191.81
6, 71, 1, 185.56, 111, -183, 1, 2, 136719, 205, 191.81
6, 29, 0, 192.4, 70, -9, 0, 3, 23784.1, 24, 187.78
6, 22, 0, 180.06, 3, -9, 0, 9, 1726.18, 106, 187.78
6, 92, 1, 184.43, 18, 101, 1, 3, 11906.3, 33, 187.78
6, 0, 0, 199.98, 20, 15, 0, 8, 6262.47, 53, 192.4
6, 56, 1, 203.6, 1, 172, 1, 6, 28504.4, 225, 195.06
6, 63, 1, 195.99, 7, -155, 1, 4, 265.613, 19, 195.06
6, 49, 1, 199.67, 34, 3, 0, 8, 128934, 107, 195.06
6, 34, 1, 199.52, 10, 15, 0, 7, 8363.34, 15, 195.06
6, 62, 1, 198.1, 72, -104, 1, 2, 82649.4, 90, 195.06
6, 87, 0, 190.92, 40, -151, 1, 7, 9043.32, 66, 195.06
6, 78, 1, 199.06, 60, -174, 1, 6, 6929.03, 188, 195.06
6, 54, 0, 202.59, 735, 158, 1, 2, 175011, 429, 195.06
6, 99, 0, 190.21, 78, -145, 1, 7, 22101.5, 4, 199.67
6, 19, 0, 200.76, 221, -8, 0, 9, 56712.6, 0, 199.67
6, 93, 0, 199.99, 10, -126, 1, 10, 3773.1, 37, 199.67
6, 37, 1, 208.52, 15, -3, 0, 2, 266066, 39, 199.67
6, 18, 0, 199.55, 6, 3, 0, 9, 1351.92, 62, 199.67
6, 64, 0, 191.11, 1, 197, 1, 5, 268.689, 31, 199.67
6, 98, 0, 208.46, 4, -111, 1, 3, 9335.94, 14, 199.67
6, 10, 1, 210.12, 23, -10, 0, 5, 32437.5, 55, 203.6
6, 94, 0, 200.95, 4, 159, 1, 7, 995.04, 3, 203.6
6, 8, 0, 201.5, 654, 20, 0, 10, 286543, 0, 203.6
6, 48, 0, 199.91, 414, 1, 0, 6, 280462, 0, 203.6
6, 69, 0, 199.77, 66, -147, 1, 5, 251756, 104, 203.6
6, 24, 1, 197.16, 2, 3, 0, 4, 4149.95, 2, 203.6
6, 85, 1, 208, 7, -173, 1, 2, 15552.1, 18, 201.5
6, 96, 1, 202.68, 17, -145, 1, 4, 9752.9, 19, 201.5
6, 82, 0, 208.83, 165, -183, 1, 8, 38573.3, 0, 201.5
6, 55, 0, 209.01, 5, 147, 1, 3, 1472.18, 5, 208.52
6, 57, 1, 218.67, 30, 177, 1, 5, 21099.1, 214, 208.52
6, 26, 0, 211.42, 178, 3, 0, 5, 138445, 0, 208.52
6, 1, 1, 201.18, 8, 4, 0, 3, 273.81, 43, 210.12
6, 86, 0, 199.5, 87, -152, 1, 7, 24606.8, 88, 201.5
6, 61, 0, 194.34, 4, 171, 1, 3, 805.11, 17, 201.5
6, 3, 0, 209.28, 372, -8, 0, 5, 229349, 0, 201.5
6, 73, 0, 207.16, 172, -160, 1, 8, 65626.2, 95, 201.5
6, 68, 1, 194.9, 56, -195, 1, 8, 12640.3, 148, 201.5
6, 25, 0, 199.03, 19, 6, 0, 3, 33062.1, 154, 209.28
6, 84, 0, 213.47, 10, 184, 1, 2, 4696.1, 5, 209.28
6, 59, 0, 219.54, 64, 158, 1, 3, 101683, 0, 209.28
6, 11, 1, 229.03, 1, 21, 0, 7, 1129.34, 1, 218.67
6, 31, 0, 225.07, 38, 0, 0, 3, 13524.5, 0, 218.67
6, 35, 0, 214.77, 1, 11, 0, 6, 262.82, 529, 218.67
6, 60, 1, 222.77, 9, 183, 1, 9, 3627.5, 10, 218.67
6, 7, 1, 233.19, 19, -18, 0, 3, 234729, 101, 225.07
6, 41, 1, 215.78, 28, -19, 0, 10, 57541.9, 63, 225.07
6, 67, 0, 228.13, 8, -170, 1, 7, 13783.2, 21, 225.07
6, 95, 1, 231.33, 40, -172, 1, 7, 55.88, 48, 225.07
6, 70, 1, 214.36, 86, -116, 1, 7, 75611.5, 178, 225.07
6, 36, 0, 207.16, 4, 10, 0, 9, 1007.16, 10, 214.77
6, 47, 1, 218.44, 48, 2, 0, 2, 12045.7, 59, 214.77
6, 32, 1, 209.92, 21, -17, 0, 4, 2016.09, 23, 214.77
6, 52, 0, 207.97, 66, -159, 1, 6, 48833.4, 0, 213.47
6, 20, 0, 219.38, 181, -3, 0, 5, 39827.9, 183, 213.47
7, 76, 0, 212.38, 4, -113, 1, 8, 1046.65, 202, 218.44
7, 58, 1, 221.01, 290, 118, 1, 4, 12524.8, 542, 218.44
7, 96, 0, 218.41, 43, -145, 1, 4, 13198.5, 2, 218.44
7, 9, 1, 223.28, 115, -7, 0, 3, 3390.75, 120, 218.44
7, 78, 0, 227.44, 31, -174, 1, 6, 18872.6, 128, 218.44
7, 14, 0, 221.4, 7, -15, 0, 5, 33306.5, 0, 221.01
7, 5, 1, 222.73, 14, 18, 0, 10, 73944, 47, 221.01
7, 42, 0, 221.14, 7, -2, 0, 5, 2275, 6, 221.01
7, 7, 0, 230.54, 24, -18, 0, 3, 234729, 82, 221.01
7, 17, 1, 213.72, 160, -6, 0, 9, 578832, 221, 221.01
7, 25, 1, 215.16, 59, 6, 0, 3, 29280.5, 154, 218.41
7, 12, 0, 215.5, 66, 10, 0, 8, 16907.5, 52, 218.41
7, 11, 0, 209.95, 3, 21, 0, 7, 1129.34, 0, 215.16
7, 26, 0, 208.44, 272, 3, 0, 5, 105705, 23, 215.16
7, 67, 1, 225.64, 17, -170, 1, 7, 12068.3, 29, 215.16
7, 83, 1, 205.99, 6, 159, 1, 5, 113719, 13, 215.16
7, 69, 0, 205.2, 579, -147, 1, 5, 238571, 104, 209.95
7, 89, 1, 209.57, 100, -139, 1, 8, 880.14, 133, 209.95
7, 6, 1, 208.97, 381, 4, 0, 4, 234646, 647, 209.95
7, 60, 1, 212.18, 1, 183, 1, 9, 5653.13, 1, 209.28
