Time, AgentID, Side, Price, Qty, GrowthRate, Behaviour, Horizon, Cash, Shares, MktPrice
72, 42, 1, 745.37, 1, -2, 0, 5, 319.128, 15, 719.29
72, 21, 1, 734.01, 654, 3, 0, 8, 1.45623e+06, 1956, 745.88
72, 87, 0, 781.12, 1, -151, 1, 7, 849.488, 65, 745.88
72, 67, 0, 720.96, 20, -170, 1, 7, 24123.3, 4, 745.88
72, 55, 0, 728.53, 1, 147, 1, 3, 3086.7, 0, 745.88
72, 45, 0, 740.46, 27, 0, 0, 2, 75500.7, 10, 745.88
72, 73, 0, 754.46, 643, -160, 1, 8, 642850, 0, 745.88
72, 76, 1, 718.61, 1, -113, 1, 8, 430667, 326, 745.88
72, 71, 1, 771.23, 13, -183, 1, 2, 204349, 426, 781.12
73, 84, 1, 699.1, 1, 184, 1, 2, 9288.15, 1, 714.29
73, 73, 0, 726.95, 60, -160, 1, 8, 192851, 643, 714.66
73, 90, 1, 752.63, 22, -109, 1, 9, 13923.8, 303, 717.67
73, 45, 0, 729.61, 101, 0, 0, 2, 88730.6, 37, 717.67
73, 48, 0, 749.45, 20, 1, 0, 6, 69043.8, 145, 717.68
73, 38, 1, 724.43, 8, -7, 0, 3, 245537, 8, 717.68
73, 40, 0, 750.66, 6, 6, 0, 8, 6941.83, 11, 717.68
73, 2, 0, 690.11, 673, 2, 0, 7, 641551, 709, 717.68
73, 67, 0, 689.24, 11, -170, 1, 7, 10097.1, 24, 717.68
73, 61, 0, 731.22, 10, 171, 1, 3, 8364.17, 8, 717.68
73, 59, 1, 738.12, 64, 158, 1, 3, 56695.4, 119, 717.68
73, 6, 1, 700.43, 287, 4, 0, 4, 635941, 508, 717.68
73, 18, 1, 682.68, 49, 3, 0, 9, 13437.2, 74, 714.66
73, 65, 1, 680.29, 377, 146, 1, 3, 160606, 438, 714.66
73, 49, 1, 720.25, 209, 3, 0, 8, 299741, 266, 702.84
73, 57, 1, 699.19, 138, 177, 1, 5, 9135.17, 144, 702.84
73, 58, 1, 715.13, 3, 118, 1, 4, 613224, 3, 700.56
73, 88, 0, 684.22, 6, 197, 1, 5, 6668.68, 16, 700.56
73, 94, 0, 727.63, 1, 159, 1, 7, 2044.74, 18, 700.56
73, 21, 1, 705.01, 1111, 3, 0, 8, 1.47488e+06, 1327, 715.13
73, 97, 1, 721.27, 56, 190, 1, 2, 57548.3, 84, 715.13
73, 76, 0, 737.37, 298, -113, 1, 8, 431448, 325, 715.13
73, 78, 1, 722.73, 133, -174, 1, 6, 84546.5, 243, 705.01
73, 93, 0, 672.17, 14, -126, 1, 10, 11290.6, 19, 705.01
73, 79, 0, 677.03, 1, -158, 1, 10, 705.749, 18, 705.01
73, 5, 1, 694.82, 22, 18, 0, 10, 123224, 38, 705.01
73, 28, 1, 718.24, 1, 22, 0, 7, 679.47, 1, 705.01
73, 14, 0, 689.48, 7, -15, 0, 5, 10007.9, 129, 705.01
73, 29, 1, 697.44, 1, -9, 0, 3, 33057.7, 1, 705.01
73, 30, 0, 677.45, 160, 25, 0, 4, 296007, 252, 705.01
73, 66, 1, 716.89, 20, 112, 1, 9, 2346.95, 82, 705.01
73, 99, 1, 737.1, 293, -145, 1, 7, 4201.76, 374, 705.01
73, 64, 0, 719.23, 11, 197, 1, 5, 10267.2, 15, 705.01
73, 63, 0, 687.13, 67, -155, 1, 4, 48585.9, 0, 694.82
73, 19, 0, 669.38, 248, -8, 0, 9, 180981, 1563, 694.82
73, 68, 0, 698.73, 17, -195, 1, 8, 57866.2, 0, 694.82
73, 56, 1, 720.5, 9, 172, 1, 6, 21028.3, 83, 697.44
73, 26, 0, 728.99, 3, 3, 0, 5, 6672.71, 61, 697.44
73, 43, 1, 718.92, 72, 3, 0, 2, 151795, 89, 705.01
73, 83, 0, 680.88, 86, 159, 1, 5, 71510, 301, 705.01
73, 0, 0, 715.87, 17, 15, 0, 8, 27607.6, 3, 705.01
73, 51, 1, 691.53, 549, -157, 1, 9, 989842, 625, 705.01
73, 89, 0, 699.02, 1, -139, 1, 8, 1882.36, 7, 692.32
73, 72, 0, 681.07, 11, -159, 1, 7, 34223.2, 38, 692.32
73, 34, 1, 701.55, 4, 15, 0, 7, 23394.5, 7, 692.32
73, 3, 0, 683.39, 60, -8, 0, 5, 43260, 15, 692.32
73, 1, 1, 683.01, 6, 4, 0, 3, 10099.8, 13, 692.32
73, 13, 0, 680.97, 15, 9, 0, 8, 86505.9, 476, 690.11
73, 70, 0, 670.57, 84, -116, 1, 7, 81139.2, 86, 690.11
73, 71, 0, 704.51, 7, -183, 1, 2, 204349, 413, 690.11
73, 36, 1, 731.95, 1, 10, 0, 9, 3849.74, 2, 701.55
73, 9, 1, 713.42, 3, -7, 0, 3, 41394.7, 6, 701.55
74, 58, 0, 701.71, 584, 118, 1, 4, 613939, 0, 701.55
74, 14, 0, 686.41, 24, -15, 0, 5, 36613.3, 129, 701.55
74, 6, 0, 697.65, 782, 4, 0, 4, 988906, 221, 701.55
74, 46, 0, 731.29, 123, 2, 0, 5, 186782, 0, 701.55
74, 34, 0, 735.72, 25, 15, 0, 7, 26200.7, 3, 705.01
74, 64, 1, 692.31, 2, 197, 1, 5, 2624.23, 26, 705.01
74, 16, 1, 689.4, 1, -2, 0, 8, 972.14, 1, 701.71
74, 42, 0, 727.16, 2, -2, 0, 5, 1672.49, 14, 701.71
74, 21, 0, 713.52, 851, 3, 0, 8, 1.80482e+06, 216, 705.01
74, 85, 1, 718.77, 8, -173, 1, 2, 35310.4, 9, 713.42
74, 36, 0, 701.4, 1, 10, 0, 9, 3849.74, 1, 713.42
74, 5, 1, 694.81, 2, 18, 0, 10, 138510, 16, 713.42
74, 23, 0, 703.5, 4, -34, 0, 2, 3580.85, 3, 701.71
74, 62, 1, 669, 278, -104, 1, 2, 27340.2, 473, 701.71
74, 75, 0, 702.72, 331, -141, 1, 2, 552270, 0, 701.71
74, 84, 0, 736.42, 11, 184, 1, 2, 10002.8, 0, 701.71
74, 13, 0, 719.26, 33, 9, 0, 8, 76291.4, 476, 716.89
74, 8, 1, 723.92, 111, 20, 0, 10, 382141, 120, 717.68
74, 54, 1, 713.3, 3, 158, 1, 2, 146275, 32, 717.68
74, 67, 0, 734.16, 1, -170, 1, 7, 2515.45, 24, 717.68
74, 63, 0, 727.73, 2, -155, 1, 4, 2548.15, 0, 713.3
74, 91, 1, 730.22, 1, 100, 1, 3, 6044.97, 1, 713.3
74, 32, 0, 733.16, 8, -17, 0, 4, 13808.3, 0, 713.3
74, 47, 0, 730.31, 140, 2, 0, 2, 302481, 135, 717.68
74, 69, 0, 696.9, 935, -147, 1, 5, 1.08988e+06, 155, 718.92
74, 81, 1, 730.56, 171, -184, 1, 5, 1766.8, 186, 718.92
74, 4, 1, 722.14, 350, -4, 0, 3, 220203, 447, 718.92
74, 60, 0, 710.72, 9, 183, 1, 9, 19711.1, 0, 718.92
74, 52, 1, 689.87, 21, -159, 1, 6, 17410.1, 119, 718.92
74, 97, 1, 690.17, 10, 190, 1, 2, 57548.3, 28, 702.72
74, 56, 1, 730.35, 65, 172, 1, 6, 21028.3, 74, 702.72
74, 68, 1, 729.25, 2, -195, 1, 8, 54416.8, 12, 702.72
74, 90, 0, 698.46, 64, -109, 1, 9, 129328, 521, 702.72
74, 37, 0, 736.88, 420, -3, 0, 2, 540898, 908, 702.72
74, 83, 0, 690.89, 18, 159, 1, 5, 18500.1, 301, 722.14
74, 74, 0, 713.9, 3, 110, 1, 4, 3369.97, 6, 722.14
74, 3, 1, 728.45, 7, -8, 0, 5, 2256.64, 15, 722.14
74, 28, 0, 713.53, 1, 22, 0, 7, 1397.71, 0, 722.14
74, 50, 0, 749.46, 32, -163, 1, 2, 93174.2, 599, 722.14
74, 79, 1, 690.37, 6, -158, 1, 10, 28.7188, 18, 722.14
74, 73, 0, 734.85, 197, -160, 1, 8, 153436, 703, 702.72
74, 53, 0, 733.61, 22, 187, 1, 3, 53694, 15, 722.14
74, 88, 0, 709.55, 1, 197, 1, 5, 2563.36, 16, 722.14
74, 20, 1, 722.49, 5, -3, 0, 5, 20706.1, 23, 722.14
74, 71, 0, 742.13, 249, -183, 1, 2, 202247, 417, 722.14
74, 11, 1, 753.92, 1, 21, 0, 7, 582.16, 1, 723.92
74, 7, 1, 706.45, 63, -18, 0, 3, 502181, 102, 723.92
74, 30, 0, 680.95, 112, 25, 0, 4, 187615, 252, 709.55
74, 29, 0, 706.93, 21, -9, 0, 3, 33755.2, 0, 709.55
74, 41, 0, 695.26, 118, -19, 0, 10, 122362, 122, 709.55
74, 22, 1, 734.56, 36, -9, 0, 9, 30923, 132, 709.55
74, 72, 0, 726.76, 28, -159, 1, 7, 26731.5, 38, 709.55
74, 89, 1, 699.32, 2, -139, 1, 8, 5526.85, 8, 724.43
74, 31, 0, 672.26, 12, 0, 0, 3, 22347.3, 0, 706.93
74, 51, 1, 696.58, 22, -157, 1, 9, 995380, 84, 706.93
74, 55, 1, 700.68, 1, 147, 1, 3, 2385.39, 1, 702.72
74, 94, 1, 734.91, 2, 159, 1, 7, 1329.61, 19, 702.72
74, 39, 0, 719.03, 1, 10, 0, 6, 725.11, 0, 702.72
74, 1, 0, 725.39, 1, 4, 0, 3, 14249.4, 8, 702.72
74, 82, 1, 676.12, 47, -183, 1, 8, 1766.27, 56, 702.72
74, 19, 1, 698.11, 503, -8, 0, 9, 14974.4, 1563, 702.72
74, 70, 0, 733.03, 9, -116, 1, 7, 24811.3, 86, 701.71
74, 76, 0, 751.08, 99, -113, 1, 8, 221355, 623, 729.25
74, 61, 0, 759.61, 1, 171, 1, 3, 1187.37, 18, 730.56
74, 45, 0, 741.25, 38, 0, 0, 2, 80451.5, 138, 730.56
74, 77, 0, 694.66, 3, 113, 1, 9, 6279.39, 0, 730.56
74, 43, 1, 706.57, 9, 3, 0, 2, 203557, 17, 730.56
74, 59, 1, 747.86, 122, 158, 1, 3, 62999.4, 410, 730.56
74, 49, 1, 698.61, 13, 3, 0, 8, 450273, 57, 730.56
74, 65, 0, 692.56, 319, 146, 1, 3, 426421, 302, 701.71
74, 66, 1, 700.6, 52, 112, 1, 9, 16684.7, 62, 701.71
75, 7, 0, 678.77, 145, -18, 0, 3, 502891, 40, 701.4
75, 40, 1, 727.54, 7, 6, 0, 8, 2635.75, 17, 701.4
75, 65, 1, 733.08, 137, 146, 1, 3, 205494, 302, 701.4
75, 24, 0, 726.22, 16, 3, 0, 4, 21637.2, 2, 701.4
75, 96, 0, 693.72, 1, -145, 1, 4, 2164.95, 39, 706.57
75, 59, 1, 715.61, 15, 158, 1, 3, 62999.4, 288, 706.57
75, 94, 0, 734.66, 1, 159, 1, 7, 1329.61, 17, 706.57
75, 30, 0, 712.25, 121, 25, 0, 4, 111348, 252, 715.61
75, 79, 1, 729.54, 3, -158, 1, 10, 4289.39, 16, 715.61
75, 99, 0, 692.76, 5, -145, 1, 7, 4201.76, 81, 715.61
75, 60, 0, 715.83, 9, 183, 1, 9, 13502.3, 9, 715.61
75, 6, 1, 697.67, 64, 4, 0, 4, 443344, 221, 715.61
75, 26, 1, 703.18, 4, 3, 0, 5, 4557.68, 64, 712.25
75, 1, 0, 731.87, 10, 4, 0, 3, 14831.1, 9, 712.25
75, 4, 1, 733.02, 91, -4, 0, 3, 472952, 97, 727.54
75, 98, 1, 723.47, 7, -111, 1, 3, 10508.5, 9, 727.54
75, 21, 1, 719.51, 163, 3, 0, 8, 2.11857e+06, 862, 727.54
75, 70, 1, 702.83, 66, -116, 1, 7, 23384.9, 95, 727.54
75, 73, 0, 714.18, 2, -160, 1, 8, 11174.4, 900, 712.25
75, 77, 0, 697.89, 1, 113, 1, 9, 4195.41, 0, 712.25
75, 84, 1, 691.65, 1, 184, 1, 2, 5399.71, 11, 712.25
75, 20, 0, 747.87, 1, -3, 0, 5, 32926.1, 18, 714.18
75, 71, 0, 699.69, 172, -183, 1, 2, 163843, 666, 719.51
75, 29, 0, 703.6, 26, -9, 0, 3, 19121.5, 21, 719.51
75, 31, 0, 735.94, 15, 0, 0, 3, 14280.2, 0, 719.51
75, 46, 0, 727.48, 104, 2, 0, 5, 100065, 123, 719.51
75, 92, 1, 719.86, 82, 101, 1, 3, 1911.27, 117, 719.51
75, 44, 1, 719.64, 1, -1, 0, 6, 342.287, 2, 719.51
75, 39, 1, 728.05, 1, 10, 0, 6, 48.99, 1, 719.51
75, 69, 1, 746.78, 60, -147, 1, 5, 438279, 155, 719.51
75, 91, 0, 738.54, 6, 100, 1, 3, 6775.19, 0, 719.51
75, 10, 0, 742.98, 73, -10, 0, 5, 83402.5, 8, 719.51
75, 57, 0, 749.41, 96, 177, 1, 5, 82931.1, 111, 719.86
75, 75, 0, 694.82, 255, -141, 1, 2, 322381, 331, 730.56
75, 76, 1, 732.01, 440, -113, 1, 8, 198615, 722, 730.56
75, 50, 1, 728.84, 561, -163, 1, 2, 70065.8, 631, 730.56
75, 54, 0, 752.96, 64, 158, 1, 2, 148415, 29, 730.56
75, 93, 0, 699.59, 1, -126, 1, 10, 1880.19, 19, 728.84
75, 58, 0, 720.69, 85, 118, 1, 4, 215552, 584, 728.84
75, 66, 1, 719.91, 23, 112, 1, 9, 50366.5, 58, 728.84
75, 95, 1, 724.54, 15, -172, 1, 7, 501.59, 19, 720.69
75, 28, 1, 707.22, 1, 22, 0, 7, 707.34, 1, 720.69
75, 43, 1, 728.18, 6, 3, 0, 2, 209916, 8, 720.69
75, 25, 1, 721.13, 94, 6, 0, 3, 233250, 104, 720.69
75, 48, 1, 709.38, 149, 1, 0, 6, 54690.2, 165, 720.69
75, 8, 0, 717.89, 473, 20, 0, 10, 462496, 9, 714.18
75, 62, 0, 726.86, 295, -104, 1, 2, 222423, 199, 714.18
75, 33, 1, 735.69, 16, 24, 0, 7, 218.11, 24, 724.54
75, 17, 0, 760.45, 188, -6, 0, 9, 233709, 6, 724.54
75, 37, 1, 729.52, 308, -3, 0, 2, 485780, 1328, 728.84
75, 52, 0, 718.94, 3, -159, 1, 6, 32239.2, 107, 728.84
75, 81, 1, 721.54, 1, -184, 1, 5, 80667.3, 15, 728.84
75, 47, 1, 714.88, 3, 2, 0, 2, 265467, 275, 728.84
75, 9, 0, 747.65, 56, -7, 0, 3, 44782.2, 3, 718.94
75, 53, 1, 700.35, 24, 187, 1, 3, 37806.9, 37, 728.84
75, 85, 0, 691.21, 41, -173, 1, 2, 41060.6, 1, 717.89
75, 49, 1, 744.4, 32, 3, 0, 8, 459395, 44, 717.89
75, 41, 1, 749.51, 15, -19, 0, 10, 40320.8, 122, 717.89
75, 22, 0, 702.18, 15, -9, 0, 9, 30923, 96, 717.89
75, 68, 1, 697.93, 6, -195, 1, 8, 55875.3, 10, 717.89
75, 2, 0, 741.29, 48, 2, 0, 7, 177143, 714, 717.89
75, 86, 1, 748.94, 47, -152, 1, 7, 163.208, 171, 728.84
75, 82, 1, 752.62, 11, -183, 1, 8, 34833.1, 11, 728.84
75, 64, 1, 760.03, 1, 197, 1, 5, 4027.65, 24, 728.84
75, 5, 1, 735.01, 10, 18, 0, 10, 139914, 14, 728.84
75, 13, 0, 751.92, 278, 9, 0, 8, 250526, 509, 728.84
75, 88, 0, 710.91, 2, 197, 1, 5, 1856.91, 17, 729.52
75, 15, 0, 703.66, 6, 0, 0, 7, 19888.2, 47, 729.52
75, 18, 1, 735.96, 17, 3, 0, 9, 48455.6, 25, 729.52
75, 35, 0, 735.32, 42, 11, 0, 6, 471379, 153, 729.52
75, 11, 0, 710.89, 1, 21, 0, 7, 1203.38, 0, 729.52
76, 87, 1, 714.51, 23, -151, 1, 7, 4457.65, 66, 729.52
76, 33, 1, 704.66, 4, 24, 0, 7, 218.11, 8, 717.89
76, 46, 1, 715.12, 173, 2, 0, 5, 25236.4, 227, 717.89
76, 68, 0, 719.8, 48, -195, 1, 8, 60182.6, 4, 717.89
76, 72, 1, 682.47, 9, -159, 1, 7, 20992.8, 66, 717.89
76, 88, 1, 696.27, 16, 197, 1, 5, 435.088, 17, 719.8
76, 36, 1, 726.41, 1, 10, 0, 9, 3149.14, 2, 719.8
76, 86, 1, 703.51, 62, -152, 1, 7, 163.208, 124, 719.8
76, 19, 1, 715.78, 1211, -8, 0, 9, 368195, 1318, 717.89
76, 23, 0, 717.87, 1, -34, 0, 2, 904.852, 7, 717.89
76, 54, 1, 703.91, 43, 158, 1, 2, 101769, 93, 717.89
76, 16, 0, 712.51, 4, -2, 0, 8, 4804.05, 0, 710.89
76, 29, 1, 698.12, 6, -9, 0, 3, 827.914, 21, 710.89
76, 8, 1, 675.39, 398, 20, 0, 10, 125076, 482, 703.66
76, 70, 0, 663.21, 74, -116, 1, 7, 61134.1, 82, 697.65
76, 22, 0, 665.17, 23, -9, 0, 9, 20792.1, 111, 697.65
76, 1, 0, 714.72, 8, 4, 0, 3, 11274.7, 19, 697.65
76, 55, 0, 712.78, 3, 147, 1, 3, 3088.11, 0, 697.65
76, 57, 0, 707.03, 60, 177, 1, 5, 58326.1, 207, 697.65
76, 2, 1, 664.41, 728, 2, 0, 7, 142158, 762, 697.65
76, 26, 0, 698.04, 4, 3, 0, 5, 7406.68, 60, 697.65
76, 62, 0, 704.57, 121, -104, 1, 2, 87800.2, 308, 697.65
76, 50, 1, 720.17, 28, -163, 1, 2, 478945, 70, 697.65
76, 24, 0, 726.83, 22, 3, 0, 4, 16730.6, 11, 697.65
76, 31, 1, 726.34, 2, 0, 0, 3, 3487.52, 15, 720.17
76, 13, 0, 721.84, 98, 9, 0, 8, 207270, 787, 720.17
76, 32, 0, 712.15, 8, -17, 0, 4, 8066.85, 8, 720.17
76, 71, 1, 704.09, 777, -183, 1, 2, 47675.5, 838, 720.17
76, 48, 1, 705.89, 31, 1, 0, 6, 99366.4, 78, 704.57
76, 84, 0, 677.07, 1, 184, 1, 2, 6113.89, 10, 704.57
76, 59, 1, 690.98, 186, 158, 1, 3, 73733.6, 273, 704.57
76, 99, 0, 700.47, 1, -145, 1, 7, 737.96, 81, 696.9
76, 5, 0, 667.59, 242, 18, 0, 10, 292462, 4, 696.9
76, 3, 0, 686.25, 3, -8, 0, 5, 7355.79, 8, 696.9
76, 7, 0, 662.1, 161, -18, 0, 3, 404469, 40, 696.9
76, 28, 0, 697.62, 2, 22, 0, 7, 1428.03, 0, 696.9
76, 98, 1, 695.82, 2, -111, 1, 3, 15572.7, 2, 696.9
76, 81, 0, 683.37, 25, -184, 1, 5, 81388.8, 14, 697.62
76, 44, 1, 723.27, 1, -1, 0, 6, 1061.93, 1, 697.62
76, 10, 1, 663.9, 54, -10, 0, 5, 59099.2, 81, 697.62
76, 60, 1, 680.73, 11, 183, 1, 9, 7061.77, 18, 696.9
76, 96, 0, 675.68, 1, -145, 1, 4, 1471.23, 39, 696.9
76, 34, 0, 669.01, 10, 15, 0, 7, 8575.49, 28, 696.9
76, 52, 1, 681.94, 59, -159, 1, 6, 30094.5, 110, 696.9
76, 42, 1, 729.16, 13, -2, 0, 5, 262.468, 16, 696.9
76, 6, 0, 696.85, 170, 4, 0, 4, 513393, 939, 696.9
76, 65, 1, 695.44, 70, 146, 1, 3, 205494, 165, 696.9
76, 49, 1, 689.42, 3, 3, 0, 8, 459395, 12, 696.9
76, 58, 0, 693.22, 145, 118, 1, 4, 155015, 669, 696.9
76, 14, 0, 677.72, 29, -15, 0, 5, 20139.5, 129, 696.9
76, 56, 1, 728.22, 7, 172, 1, 6, 74985.6, 9, 696.9
76, 4, 1, 693.81, 5, -4, 0, 3, 472952, 6, 696.9
76, 95, 0, 692.51, 8, -172, 1, 7, 11369.7, 4, 696.9
76, 47, 0, 674.26, 71, 2, 0, 2, 267624, 272, 696.9
76, 89, 0, 694.82, 5, -139, 1, 8, 6940.71, 6, 696.9
77, 64, 0, 712.97, 4, 197, 1, 5, 4027.65, 23, 696.9
77, 47, 1, 737.96, 154, 2, 0, 2, 219751, 272, 705.89
77, 7, 0, 683.86, 160, -18, 0, 3, 297871, 40, 705.89
77, 19, 0, 692.42, 559, -8, 0, 9, 514645, 311, 705.89
77, 6, 0, 683.9, 134, 4, 0, 4, 394929, 939, 705.89
77, 51, 0, 682.15, 706, -157, 1, 9, 1.01092e+06, 81, 705.89
77, 34, 0, 727.74, 2, 15, 0, 7, 1885.39, 28, 705.89
77, 40, 1, 696.85, 8, 6, 0, 8, 7728.53, 10, 705.89
77, 69, 0, 679.89, 522, -147, 1, 5, 442248, 476, 696.9
77, 95, 0, 694.48, 4, -172, 1, 7, 5829.61, 4, 696.9
77, 27, 0, 678.27, 1, 28, 0, 9, 1858.41, 0, 696.9
77, 12, 1, 680.37, 17, 10, 0, 8, 28695.6, 24, 696.9
77, 87, 1, 706.4, 17, -151, 1, 7, 20969.1, 43, 696.9
77, 37, 0, 677.75, 73, -3, 0, 2, 564568, 1020, 696.9
77, 60, 1, 699.74, 4, 183, 1, 9, 14727.7, 7, 696.9
77, 2, 1, 666, 105, 2, 0, 7, 650792, 105, 696.9
77, 38, 0, 727.96, 161, -7, 0, 3, 275686, 0, 696.9
77, 53, 1, 750.72, 3, 187, 1, 3, 55036.2, 13, 726.41
77, 32, 1, 741.96, 10, -17, 0, 4, 2434.13, 16, 726.41
77, 59, 0, 720.61, 263, 158, 1, 3, 203369, 101, 726.41
77, 20, 1, 752.14, 2, -3, 0, 5, 32206.6, 19, 726.41
77, 68, 0, 697.32, 34, -195, 1, 8, 26719.4, 52, 726.41
77, 21, 0, 700.24, 2056, 3, 0, 8, 2.23585e+06, 699, 726.41
77, 71, 0, 705.81, 16, -183, 1, 2, 138626, 190, 726.41
77, 70, 1, 752.94, 67, -116, 1, 7, 12056.6, 82, 726.41
77, 48, 1, 760.33, 24, 1, 0, 6, 121249, 47, 726.41
77, 67, 0, 762.39, 21, -170, 1, 7, 21315.4, 25, 726.41
77, 31, 0, 742.67, 2, 0, 0, 3, 4940.2, 13, 729.52
77, 25, 1, 700.41, 10, 6, 0, 3, 301037, 10, 729.52
77, 55, 0, 699.85, 1, 147, 1, 3, 1094.88, 3, 720.61
77, 18, 1, 750.12, 7, 3, 0, 9, 48455.6, 8, 720.61
77, 54, 0, 687.38, 119, 158, 1, 2, 104620, 54, 720.61
77, 9, 1, 697.6, 50, -7, 0, 3, 4722.11, 59, 720.61
77, 5, 1, 747.8, 4, 18, 0, 10, 130906, 4, 720.61
77, 0, 1, 719.7, 7, 15, 0, 8, 15622.4, 20, 720.61
77, 10, 1, 752.51, 23, -10, 0, 5, 96732.5, 28, 720.61
77, 41, 0, 727.82, 6, -19, 0, 10, 40320.8, 107, 720.61
77, 57, 1, 744.31, 91, 177, 1, 5, 18461.5, 267, 720.61
77, 82, 0, 753.77, 35, -183, 1, 8, 34833.1, 0, 720.61
77, 83, 0, 740.81, 6, 159, 1, 5, 6064.03, 301, 729.52
77, 77, 1, 752.58, 1, 113, 1, 9, 3520.02, 1, 729.52
77, 56, 0, 741.82, 18, 172, 1, 6, 80083.1, 2, 729.52
77, 66, 1, 749.36, 20, 112, 1, 9, 66942.4, 35, 729.52
77, 74, 1, 703.85, 4, 110, 1, 4, 1298.86, 9, 729.52
77, 63, 1, 734.43, 2, -155, 1, 4, 1121.55, 2, 727.82
77, 84, 0, 747.44, 2, 184, 1, 2, 5436.82, 10, 727.82
77, 52, 1, 710.42, 50, -159, 1, 6, 71211.6, 51, 729.52
77, 13, 1, 700.29, 117, 9, 0, 8, 140871, 793, 720.61
77, 92, 1, 735.43, 33, 101, 1, 3, 74686.7, 35, 720.61
77, 49, 0, 694.97, 95, 3, 0, 8, 461486, 9, 720.61
77, 58, 1, 722.7, 508, 118, 1, 4, 54498, 669, 720.61
77, 90, 1, 716.11, 305, -109, 1, 9, 86103.3, 585, 720.61
77, 29, 0, 714.49, 6, -9, 0, 3, 5818.73, 45, 720.61
77, 15, 0, 689.62, 14, 0, 0, 7, 15790.4, 53, 720.61
77, 26, 1, 735.2, 35, 3, 0, 5, 4642.76, 64, 720.61
77, 43, 0, 748.3, 26, 3, 0, 2, 214285, 2, 720.61
77, 65, 0, 718.99, 227, 146, 1, 3, 254277, 95, 722.7
77, 33, 0, 758.17, 4, 24, 0, 7, 3089.67, 4, 722.7
77, 23, 1, 746.43, 5, -34, 0, 2, 200.942, 8, 722.7
77, 86, 1, 700.98, 67, -152, 1, 7, 44716.3, 85, 722.7
77, 36, 0, 741.05, 1, 10, 0, 9, 3875.55, 1, 718.99
77, 35, 1, 716.52, 15, 11, 0, 6, 440739, 195, 722.7
78, 81, 0, 694.7, 88, -184, 1, 5, 64304.6, 14, 718.99
78, 21, 0, 727.39, 961, 3, 0, 8, 796161, 699, 718.99
78, 68, 1, 713.69, 9, -195, 1, 8, 3010.49, 52, 722.7
78, 75, 0, 736.91, 177, -141, 1, 2, 145202, 331, 718.99
78, 63, 0, 712.77, 1, -155, 1, 4, 1121.55, 0, 730.56
78, 5, 0, 719.93, 133, 18, 0, 10, 130906, 0, 730.56
78, 32, 1, 710.47, 3, -17, 0, 4, 2434.13, 6, 730.56
78, 42, 0, 732.94, 13, -2, 0, 5, 9741.55, 3, 719.93
78, 30, 1, 731.46, 264, 25, 0, 4, 26634.9, 373, 730.56
78, 76, 0, 724.5, 47, -113, 1, 8, 198615, 282, 730.56
78, 26, 1, 759.64, 12, 3, 0, 5, 4642.76, 29, 730.56
78, 19, 0, 695.82, 174, -8, 0, 9, 127582, 311, 730.56
78, 70, 1, 739.93, 12, -116, 1, 7, 12056.6, 15, 730.56
78, 40, 1, 709.06, 2, 6, 0, 8, 13303.7, 2, 730.56
78, 72, 1, 745.86, 57, -159, 1, 7, 27471, 57, 724.5
78, 43, 0, 705.8, 202, 3, 0, 2, 195495, 28, 724.5
78, 34, 1, 696.9, 29, 15, 0, 7, 473.613, 30, 724.5
78, 64, 1, 703.03, 21, 197, 1, 5, 1204.09, 27, 724.5
78, 23, 1, 693.57, 2, -34, 0, 2, 200.942, 3, 719.93
78, 54, 1, 713.42, 25, 158, 1, 2, 22821.6, 54, 719.93
78, 92, 0, 717.16, 99, 101, 1, 3, 74686.7, 2, 719.93
78, 53, 1, 694.37, 7, 187, 1, 3, 55036.2, 10, 719.93
78, 45, 0, 752.69, 11, 0, 0, 2, 52690.2, 176, 719.93
78, 60, 1, 706.99, 3, 183, 1, 9, 17526.6, 3, 731.46
78, 10, 0, 707.12, 92, -10, 0, 5, 96732.5, 5, 719.93
78, 88, 0, 748.66, 1, 197, 1, 5, 11965.9, 3, 719.93
78, 9, 1, 761.69, 7, -7, 0, 3, 40752.6, 9, 731.46
78, 67, 1, 722.45, 32, -170, 1, 7, 21257.1, 46, 731.46
78, 98, 0, 750.19, 5, -111, 1, 3, 16970.8, 1, 731.46
78, 93, 0, 696.07, 1, -126, 1, 10, 1204.8, 20, 722.45
78, 13, 1, 727.55, 603, 9, 0, 8, 225182, 676, 722.45
78, 39, 0, 708.24, 1, 10, 0, 6, 777.04, 0, 722.45
78, 96, 0, 742, 1, -145, 1, 4, 795.551, 39, 722.45
78, 65, 1, 708.13, 114, 146, 1, 3, 92358.1, 186, 722.45
78, 74, 0, 733.82, 1, 110, 1, 4, 4210.14, 5, 718.99
78, 11, 1, 735.42, 1, 21, 0, 7, 499.47, 1, 722.45
78, 36, 0, 727.33, 2, 10, 0, 9, 3152.85, 2, 722.45
78, 31, 0, 731.46, 2, 0, 0, 3, 3481.16, 15, 722.45
78, 18, 1, 758.23, 1, 3, 0, 9, 48455.6, 1, 722.45
78, 80, 0, 700.76, 4, -100, 1, 8, 3469.9, 44, 722.45
78, 1, 0, 723.27, 4, 4, 0, 3, 5959.4, 27, 722.45
78, 83, 1, 690.35, 5, 159, 1, 5, 1686.91, 307, 722.45
78, 73, 1, 742.33, 494, -160, 1, 8, 9773.4, 902, 718.99
